ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs,Auto ID,EP G-ID
Men-Oh-Pause 🩸 KNOWsutra EPx14,https://soundcloud.com/bananasutra/sets/men-oh-pause-knowsutra-epx14,KNOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA,ROCK",14,14,4272,47,52:56,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t500x500.png,L-159,2025-09-16 11:10,"BLOWsutra : CENSOR(ed),BURLESQUEsutra,DUBsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra : but(t) WHY,KNOWsutra where questions matter,ROCKsutra","[13] Men-Oh-Pause • GROWsutra Accordion Circus BURLESQUE,[14] Men-Oh-Pause • GROWsutra I Burlesque You Not Psychedelic Punk ROCK,[05] Men-Oh-Pause • GROWsutra She Wanna Know Fusion Jazz CelLOFI INDIE,[08] Men-Oh-Pause • GROWsutra Dem Sed Ragga DUB,[04] Men-Oh-Pause • GROWsutra She Wanna Know Fusion Jazz CelLOFI INDIE,[12] Men-Oh-Pause • GROWsutra Accordion Circus BURLESQUE",116,G-116
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,BLOWsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,5,3178,28,15:38,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,L-161,,"BLOWsutra,FOLKsutra,JAZZsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU","Mind the Felon (two) • FOLKsutra,Mind the Felon (one) • JAZZsutra,Mind the Felon (three) • JAZZsutra",117,G-117
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,KNOWsutra,LOFI,LOFI,3,3,2439,35,10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,L-165,2024-10-22 18:43,"BLOWsutra : EGO (gone loco),KNOWsutra where questions matter,LOFIsutra",Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW,118,G-118
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,ROCK","BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,PSYCHEDELIC,ROCK,TRIP HOP",6,6,2796,18,16:43,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,L-263,2026-03-15 16:44,"DUBsutra,GLOWsutra where gratitude feeds,INDIEsutra","[04] My Quest • To dream an impossible dream with Jacques Brel • GLOWsutra Psychedelic Muse DUB,[01] My Quest • To dream an impossible dream • GLOWsutra Psychedelic Cello Lullaby INDIE",119,G-119
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,KNOWsutra,FOLK,FOLK,7,7,1847,19,25:21,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,L-164,,"BANJOsutra,BLOWsutra : APES (gone wrong),DUBsutra,KNOWsutra where questions matter,ROCKsutra","""New Normalcy, Space Oddity ☰ BANJOsutra"",""New Normalcy, Space Oddity ☰ DUBsutra""",120,G-120
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",13,13,2615,26,42:09,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,L-165,2025-09-04 19:56,"KNOWsutra where questions matter,LOFIsutra",[13] They Muddy the Water • Nietzsche's Gift • KNOWsutra Drum LOFI,121,G-121
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,KNOWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,15,2944,25,48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,L-168,2025-08-07 22:37,,"""[04] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK""",122,G-122
No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,BLOWsutra,"BLUES,FOLK,INDIE,JAZZ,LOFI","BLUES,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,19,14398,145,1:15:40,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,L-166,,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra,JAZZsutra,LOFIsutra","""Side B [11] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Folky BLUES"",""Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ"",""Side B [18] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World Fusion Indie LOFI"",""Side B [15] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Folk Fusion INDIE"",""Side B [12] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Jazzy Psychedelic Chanson Piano FOLK"",""Side A [10] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Chanson Bluesy JAZZ"",""Side A [05] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side B [13] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic FOLK"",""Side A [09] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side A [02] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano Bass JAZZ"",""Side A [01] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side A [08] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Fusion Piano Indie JAZZ"",""Side A [03] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ""",123,G-123
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,4,858,10,12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,L-170,,"FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra",[01] Nous Sommes Le Feu - Chanson à la BLUESsutra - INDIE,124,G-124
Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,BOWsutra,,SOUL,10,10,1852,24,28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,L-172,,"BANJOsutra,BLOWsutra : REVOLT (now),BLUESsutra,BOWsutra the last of 7 sutras · it's divine <3","""Ooh, Freedom ♛ BLUESsutra Soul (Public Domain Heavens)""",125,G-125
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,BOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,28,11217,101,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,L-173,,"BOWsutra : DEATH (is nothing),BOWsutra the last of 7 sutras · it's divine <3,BURLESQUEsutra,INDIEsutra,JAZZsutra,OUI OUI : Pardon (my French)","Side B [08] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE,Side A [15] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE,Side A [12] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE,Side A [13] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE,Side A [08] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ,Side A [03] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE,Side A [04] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE,Side A [07] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ",126,G-126
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,7,1243,12,26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,L-163,,,,127,G-127
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,BLOWsutra,INDIE,INDIE,5,5,6750,49,15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,L-174,,"BLOWsutra,BLOWsutra : APES (gone wrong),LOFIsutra","""[04] Okey Dokey, No It's Not • Jazzy LOFIsutra"",""[03] Okey Dokey, No It's Not • Indie LOFIsutra"",""[02] Okey Dokey, No It's Not • Indie LOFIsutra"",""[05] Okey Dokey, No It's Not • Jazzy LOFIsutra""",128,G-128
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,6,1314,15,17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,L-175,2026-02-24 20:27,"GROWsutra where we be brave,LOFIsutra",[04] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI,129,G-129
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,6,4837,42,19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,L-178,2025-06-19 10:35,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra","[01] Ordo Amoris In Decay - Gypsy Fado BURLESQUEsutra,[05] Ordo Amoris In Decay - muse DUBsutra,[00] All I Want Is To Believe - CAT JAZZ BURLESQUEsutra,[04] Ordo Amoris In Decay - Indie LOFIsutra,[02] Ordo Amoris In Decay - Oh Boy Accordion Cello BURLESQUEsutra",130,G-130
Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,BLOWsutra,"BURLESQUE,FOLK,MANTRA,ROCK","BURLESQUE,FOLK,MANTRA,PSYCHEDELIC,PUNK,ROCK",4,4,1596,9,8:44,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,L-180,,"QUACKsutra where we sing FU,ROCKsutra","""Oy, We Care! BLOWsutra I Burlesque You Not 1""",131,G-131
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,GROWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,GIPSY,INDIE,JAZZ",7,7,8466,78,31:58,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,L-182,,"BURLESQUEsutra,DUBsutra,GROWsutra where we be brave,INDIEsutra,JAZZsutra,KNOWsutra : PEACE (not War)","[05] Peace Matters More - GROWsutra Gipsy DUB JAZZ,[04] Peace Matters More - GROWsutra Gipsy Circus BURLESQUE,[07] Peace Matters More - GROWsutra Gipsy Hop DUB,[01] Peace Matters More - GROWsutra Gipsy psyCello INDIE,[02] Peace Matters More - GROWsutra Gipsy Burlesque INDIE",132,G-132
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,BLOWsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,14,3222,24,50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,L-184,,"LOFIsutra,MANTRAsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU","[13] PEDO Nation • High Drum Prayer MANTRA,[10] PEDO Nation • Cello Trip Hop LOFI",133,G-133
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,SHOWsutra,JAZZ,"GIPSY,JAZZ",7,7,5115,60,30:57,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,L-185,,"FLOWsutra : WET (my friend),JAZZsutra,SHOWsutra where bananas play","[04] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[05] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[02] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[01] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ",134,G-134
Poem (I wanted to be · basically) ℘ EPx14 VOL.01,https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,PSYCHEDELIC",14,14,2385,20,46:15,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,L-188,2025-04-21 18:32,"BANJOsutra,BLOWsutra,BLOWsutra : REVOLT (now)",[06] I Wanted to Be the Poem - Bluesy Burlesque JAZZ,135,G-135
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,GLOWsutra,"BANJO,BLUES","BANJO,BLUES",3,5,766,9,11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,L-189,,"BANJOsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds",Poetry Matters (1) ☰ BANJOsutra dream,136,G-136
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,GLOWsutra,DUB,DUB,3,3,2245,22,12:21,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,L-189,,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds","[03] Poetry Duende - DUBsutra,[01] Poetry Duende - DUBsutra",137,G-137
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,BOWsutra,"FOLK,LOFI,MANTRA","FOLK,LOFI,MANTRA",3,3,539,8,10:10,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,L-189,,"BOWsutra the last of 7 sutras · it's divine <3,DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,KNOWsutra where questions matter,LOFIsutra,MANTRAsutra",Poetry Matters • LOFI DUBsutra,138,G-138
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,GLOWsutra,DUB,RAGGA,6,6,3403,39,21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,L-190,,"DUBsutra,GLOWsutra where gratitude feeds","[03] Poetry Nah Lie - Ragga DUBsutra,[06] Poetry Nah Lie - Ragga DUBsutra,[02] Poetry Nah Lie - Ragga DUBsutra,[01] Poetry Nah Lie - Ragga DUBsutra",139,G-139
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,GLOWsutra,DUB,DUB,5,5,4049,37,19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,L-191,,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds","[05] Poetry Slow Burns - Sweet DUBsutra,[03] Poetry Slow Burns - DUBsutra,[02] Poetry Slow Burns - DUBsutra,[01] Poetry Slow Burns  - Gold DUBsutra",140,G-140
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,BLOWsutra,MANTRA,MANTRA,11,11,2152,23,38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,L-194,,"INDIEsutra,KNOWsutra : PEACE (not War),LOFIsutra",Predators (why Kids Are Allowed To Die) • CELLOsutra,141,G-141
Prickly Peaches DUBsutra EPx3,https://soundcloud.com/bananasutra/sets/prickly-peaches-dubsutra-epx3,FLOWsutra,DUB,DUB,3,3,640,8,10:53,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t500x500.jpg,L-285,2024-12-24 21:59,"DUBsutra,FLOWsutra : WET (my friend),FLOWsutra where time is space",Prickly Peaches (one) • DUB Sutra,142,G-142
Pro-life means what · honey?,https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,KNOWsutra,"BANJO,MANTRA","BANJO,MANTRA",6,6,1210,18,20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,L-196,,"DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,QUACKsutra where we sing FU,Questions for the (kind) POPE in the Sky","""Pro-Life Means What, Honey • Jazzy Mantra DUBsutra (2)""",143,G-143
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,GLOWsutra,FOLK,"FOLK,SOUL",7,7,1379,16,24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,L-197,,"BLOWsutra,FOLKsutra,QUACKsutra where we sing FU",Project 2-0-2-5 • Dummy FOLKsutra,144,G-144
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,KNOWsutra,"BANJO,BLUES,FOLK,MANTRA","BANJO,BLUES,CABARET,COUNTRY,FOLK,MANTRA",16,16,9316,66,51:38,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,L-198,,"BANJOsutra,BLUESsutra,DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,MANTRAsutra,Questions for the (kind) POPE in the Sky","[15] Queer Almighty - Drum Mantra DUBsutra,[06] Queer Almighty - Queer Enough to Cabaret - BANJOsutra,[08] Queer Almighty - Tell me why - FOLK BANJOsutra,[01] Queer Almighty - Folk BANJOsutra,[05] Queer Almighty - Jazzy Queer Almighty - BLUESy BANJOsutra",145,G-145
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,KNOWsutra,DUB,RAGGA,10,10,2856,24,27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,L-199,2025-03-01 11:04,"DUBsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,Questions for the (kind) POPE in the Sky","[3] Question Di Kingdom (2) • RAGGAsutra,[4] Question Di Kingdom (1) • RAGGAsutrawav,[8] Reason fi di win • RAGGAsutra,[5] Dubbin' for Freedom • DUBsutra",146,G-146
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,KNOWsutra,DUB,"DUB,RAGGA",4,4,4769,48,11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,L-199,,"DUBsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,Questions for the (kind) POPE in the Sky","[04] Reason over Reverence - They said bow down but we rise 2 - DUBsutra,[01] Question Di Kingdom - Dub's the Path (Truth is the riddim) - Ragga DUBsutra,[02] Question Di Kingdom - Dub's the Path (Truth is the riddim) - DUBsutra",147,G-147
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,BLOWsutra,"BLUES,DUB,INDIE,JAZZ,LOFI","ACOUSTIC,BLUES,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,TRIP HOP",10,10,3981,44,35:59,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,L-200,,"BLOWsutra,LOFIsutra","[06] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI,[09] Question The Nation • BLOWsutra (Revolt Now) SWK Dubby Raw Acoustic Bass Jazz LOFI",148,G-148
Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,https://soundcloud.com/bananasutra/sets/rainbows-in-the-clouds-glowsutra-dub-lofi-blues,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,COUNTRY,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI",14,14,15584,173,33:40,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,L-202,,"BLUESsutra,DUBsutra,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,LOFIsutra","[04] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI,[09] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES,[12] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES,[02] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI,[01] Rainbows in the Clouds • GLOWsutra Folk Poetry Dubs the DUB,[08] Rainbows in the Clouds • GLOWsutra Queen of Authentic Dubby Folk Classic BLUES,[05] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI",149,G-149
Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,ROCK",19,19,9646,67,1:02:22,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t500x500.png,L-203,,"BLOWsutra : CENSOR(ed),BLUESsutra,BURLESQUEsutra,DUBsutra,SHOWsutra where bananas play","Side B [10] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB,Side B [04] READ ME HARDER (BB for Banned Books) - SHOWsutra Psychedelic Destiny Banjo BLUES,Side A [06] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE,Side A [03] BB is for Banned Books - SHOWsutra Gypsy Hip Hop Fusion BURLESQUE,Side A [05] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE",150,G-150
Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/reason-over-reverence-no-need-for-god-knowsutra-epx6,KNOWsutra,"BANJO,BLUES","BANJO,BLUES",6,6,1743,16,19:56,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t500x500.png,L-205,,"BANJOsutra,BLUESsutra,FOLKsutra,GROWsutra : GOD (etc),JAZZsutra,KNOWsutra : BERTRAND (mon chéri)","[01] Reason over Reverence (No Need for Gods) • Banjo Blues FOLKsutra,[04] Reason over Reverence (No Need for Gods) • Cello Bass JAZZsutra",151,G-151
Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,https://soundcloud.com/bananasutra/sets/relative-steve-knowsutra-hip-de-la-hop-epx2-bass-interlude,KNOWsutra,LOFI,"LOFI,HIP HOP",2,2,362,7,3:54,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t500x500.png,L-206,,,,152,G-152
RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,https://soundcloud.com/bananasutra/sets/rhinoceross-epx7-blowsutra-surreal-real-poetry,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,ROCK",7,7,1751,22,33:21,https://i1.sndcdn.com/artworks-WaElY6xZh0PPyRbQ-4p9Ziw-t500x500.png,L-208,2025-09-24 17:55,"BLOWsutra,LOFIsutra",[01] RhinoceroSS - BLOWsutra She Wanna Know Indie LOFI,153,G-153
Rise Up · You Naked Peoples (Freedom Rings) ☆ BLOWsutra Victor Hugo Revolution Song,https://soundcloud.com/bananasutra/sets/rise-up-you-naked-peoples-blowsutra-victor-hugo-revolution,BLOWsutra,FOLK,FOLK,2,2,562,5,6:41,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t500x500.png,L-209,,"BLOWsutra,FOLKsutra","""[01] Rise Up, You Naked People (Freedom Rings) - BLOWsutra Victor Hugo Revolution Ring FOLK""",154,G-154
RUN (now · if you can),https://soundcloud.com/bananasutra/sets/run-now-if-you-can,BLOWsutra,"BLUES,DUB,FOLK","BLUES,DUB,FOLK",22,22,9592,84,1:17:34,https://i1.sndcdn.com/artworks-5ysLQg1Z7QHERkaa-XU5K0Q-t500x500.jpg,L-210,,"BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra","RUN v5 (2) [ordo duende amoris],RUN v2 - Duende Amoris FOLK,RUN V3 - Destiny BLUES (high),RUN v4 (2) [ordo Duende amoris],RUN v1 - cello mama,RUN v2 - Muse DUB,RUN v3  - Muse DUB (low),RUN v4 - WSWHFN DUB",155,G-155
