Track Title,Track Link,In Catalog?,Playlist Title,Playlist Link,Owner,Owner Profile,Owner Followers,Playlist Track Count,Playlist Duration (min),Playlist Likes,Playlist Reposts,Playlist Published,Playlist Last Updated,Scrape Date,Tier
[05] Poetry Nah Lie - Ragga DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[04] Poetry Nah Lie - Ragga DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,Пендосы,open,пися,profile,8,26,74,2,0,2025-02-08,2026-03-09,2026-07-11,Niche/Emerging Curator
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,Good to Know,open,Bumonsi Nkondi,profile,16,452,2879,2,0,2017-12-19,2026-05-16,2026-07-11,Generic Dump (low signal)
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,été 2025,open,Patricia Barralon,profile,0,10,40,0,0,2025-07-02,2026-06-28,2026-07-11,Niche/Emerging Curator
[06] Poetry Nah Lie - Ragga DUBsutra,open,Yes,vibe,open,Bumonsi Nkondi,profile,16,137,832,0,0,2025-06-03,2026-04-09,2026-07-11,Mid-size Playlist (Repeat)
[02] Poetry Nah Lie - Ragga DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[01] Poetry Nah Lie - Ragga DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[01] Poetry Nah Lie - Ragga DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[04] Poetry Slow Burns - DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[05] Poetry Slow Burns - Sweet DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[05] Poetry Slow Burns - Sweet DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[05] Poetry Slow Burns - Sweet DUBsutra,open,Yes,BossaNova,open,Olga Mastel,profile,0,11,43,0,0,2025-06-06,2025-06-18,2026-07-11,Niche/Emerging Curator
[05] Poetry Slow Burns - Sweet DUBsutra,open,Yes,calm depre,open,nylksy,profile,4,39,168,0,0,2022-10-04,2025-06-15,2026-07-11,Mid-size Playlist
[03] Poetry Slow Burns - DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[03] Poetry Slow Burns - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[03] Poetry Slow Burns - DUBsutra,open,Yes,😫,open,kaylee,profile,1,345,1008,2,0,2024-12-12,2026-03-24,2026-07-11,Generic Dump (low signal)
[03] Poetry Slow Burns - DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[02] Poetry Slow Burns - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,internal peace/love,open,RØSA MOON,profile,5,58,217,0,0,2020-03-01,2026-01-30,2026-07-11,Mid-size Playlist (Repeat)
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,longing in nostalgia,open,RØSA MOON,profile,5,32,148,0,0,2020-02-24,2025-11-09,2026-07-11,Mid-size Playlist (Repeat)
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,spring flowers,open,RØSA MOON,profile,5,34,130,0,0,2020-02-12,2026-01-30,2026-07-11,Mid-size Playlist (Repeat)
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[01] Poetry Slow Burns  - Gold DUBsutra,open,Yes,Stars,open,sara.k,profile,19738,8,28,1,0,2025-05-16,2026-03-26,2026-07-11,Priority Curator
[03] Poetry Duende - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[03] Poetry Duende - DUBsutra,open,Yes,Stars,open,sara.k,profile,19738,8,28,1,0,2025-05-16,2026-03-26,2026-07-11,Priority Curator
[03] Poetry Duende - DUBsutra,open,Yes,jazz,open,Ali Masomu,profile,0,8,27,0,0,2025-05-20,2025-10-10,2026-07-11,Niche/Emerging Curator
[01] Poetry Duende - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[01] Poetry Duende - DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[01] Poetry Duende - DUBsutra,open,Yes,malayalam,open,Lloyd1902,profile,0,5,18,0,0,2025-06-06,2025-06-19,2026-07-11,Niche/Emerging Curator
[02] Poetry Duende - DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[04] If We Had But(t) The Truth (Not The Quack) - Blues FOLKsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[04] If We Had But(t) The Truth (Not The Quack) - Blues FOLKsutra,open,Yes,طريق,open,Arwa,profile,14,19,94,0,0,2019-03-31,2026-05-26,2026-07-11,Niche/Emerging Curator
[05] If We Had But(t) The Truth (Not The Quack) - Drum MANTRAsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[06] La Poesia Importa 2 (low) - Psy JAZZsutra,open,Yes,🦇💅🏻,open,🦇,profile,2,335,1107,0,0,2025-02-27,2025-09-19,2026-07-11,Generic Dump (low signal)
[05] La Poesia Importa 1 - Psy JAZZsutra,open,No,khareji,open,reza ghomeyshi,profile,5,55,226,0,0,2025-11-09,2026-02-27,2026-07-11,Mid-size Playlist
[01] La Poesia Importa - Miss Cheeky DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[01] La Poesia Importa - Miss Cheeky DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[01] La Poesia Importa - Miss Cheeky DUBsutra,open,No,reaggy,open,Jazz,profile,2,2,8,0,0,2025-06-02,2025-06-02,2026-07-11,Niche/Emerging Curator
[02] La Poesia Importa - Muse DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[02] La Poesia Importa - Muse DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[03] La Poesia Importa - Oh Lordy DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[03] La Poesia Importa - Oh Lordy DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[08] Creo - (Fbomb) Hip Dub Hop,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[08] Creo - (Fbomb) Hip Dub Hop,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[09] Creo - (Fbomb) Hip Dub Hop 2,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[03] Creo (la poesia) - Contrabass Guitar Classico,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[03] Creo (la poesia) - Contrabass Guitar Classico,open,Yes,red sex1,open,erfan abk,profile,0,35,190,0,0,2025-10-19,2025-11-06,2026-07-11,Mid-size Playlist
[03] Creo (la poesia) - Contrabass Guitar Classico,open,Yes,Contra Bass,open,ardeshir Almasian,profile,1,7,34,0,0,2025-08-27,2025-09-30,2026-07-11,Niche/Emerging Curator
[07] Creo - Ragga DUBsutra,open,No,Late Morning Beats,open,Angus,profile,54,123,532,0,0,2026-01-30,2026-05-10,2026-07-11,Mid-size Playlist (Repeat)
[07] Creo - Ragga DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[07] Creo - Ragga DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] Creo - Muse DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[06] Creo - Muse DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[14] Jolly Poo - Raw Clapping Bruh Hides Dawging So Darkly - MANTRAsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[14] Jolly Poo - Raw Clapping Bruh Hides Dawging So Darkly - MANTRAsutra,open,No,Aussie Hip-Hop Grime And Drill,open,dartsimpson,profile,5,484,1661,0,0,2025-06-04,2025-06-04,2026-07-11,Generic Dump (low signal)
[05] Jolly Poo - No one knows how dark you are - FOLKsutra,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[05] Jolly Poo - No one knows how dark you are - FOLKsutra,open,Yes,Sutra,open,die Welt ist egal,profile,10,8,31,1,0,2026-04-07,2026-06-22,2026-07-11,Niche/Emerging Curator
[09] Jolly Poo - Dog Growls Mumble Speak lol - BLUESsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[12] Jolly Poo - Beware of Dog who won’t Bark - DUBsutra,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[12] Jolly Poo - Beware of Dog who won’t Bark - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[12] Jolly Poo - Beware of Dog who won’t Bark - DUBsutra,open,Yes,🇯🇲,open,PookieBear,profile,6,42,160,0,0,2025-06-04,2025-07-10,2026-07-11,Mid-size Playlist
[03] Jolly Poo - Freaking Freak Gone Mad Dog - BANJOsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[08] Jolly Poo - Dog Hiding Wicked Bass Cello Boy - BLUESsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[08] Jolly Poo - Dog Hiding Wicked Bass Cello Boy - BLUESsutra,open,No,Relax,open,Aresaner,profile,2,13,388,0,0,2019-04-07,2025-07-03,2026-07-11,Niche/Emerging Curator
[01] Jolly Poo - Wicked Walk in the Park - BANJOsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[07] Jolly Poo - Who Knew Dog so Dark he’ll Snark in your Back - BLUEsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[13] Jolly Poo - Dark Dawg Bite Muse - DUBsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[13] Jolly Poo - Dark Dawg Bite Muse - DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[13] Jolly Poo - Dark Dawg Bite Muse - DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[04] Jolly Poo - Wicked Dog WAAAH - FOLKsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
"[06] Jolly Poo - Who Knew Bad Dawgs don’t Bark, they only Growl in your back - Weary BLUESsutra",open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
"[02] Jolly Poo - Dog so Wicked, Fake Outlaw - BANJOsutra",open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[10] Jolly Poo - Who Know That Dawg’s Dark Gangsta RAGGA DUBsutra,open,No,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[10] Jolly Poo - Who Know That Dawg’s Dark Gangsta RAGGA DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[10] Sideration's Calling • White House's Burning • Dem sed RAGGA DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[10] Sideration's Calling • White House's Burning • Dem sed RAGGA DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[09] Sideration's Calling • White House's Burning • Riddim Sister RAGGA DUBsutra,open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[09] Sideration's Calling • White House's Burning • Riddim Sister RAGGA DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[11] Sideration's Calling • White House's Burning •  Riddim Sister RAGGA 1 DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[08] Sideration's Calling • White House's Burning • Cheeky DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] Sideration's Calling • White House's Burning • Oh Lordy 1 DUBsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[06] Sideration's Calling • White House's Burning • Oh Lordy 1 DUBsutra,open,No,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[02] Sideration's Calling • White House's Burning • Jazzy LOFI DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[07] Sideration's Calling • White House's Burning • Oh Lordy 2 DUBsutra,open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] Sideration - No Velvet Scream - BLUESsutra,open,No,Car,open,Ash-Shaimaa Essehaity,profile,0,4,16,0,0,2025-05-14,2025-05-30,2026-07-11,Niche/Emerging Curator
[04] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,open,Yes,All,open,Igor Isadchenko,profile,1,349,1335,0,0,2021-05-05,2026-07-11,2026-07-11,Generic Dump (low signal)
[04] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,open,Yes,ZEN,open,Mounir,profile,0,28,116,0,0,2025-03-10,2026-06-19,2026-07-11,Niche/Emerging Curator (Repeat)
[04] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,open,Yes,Y,open,ali deniz,profile,3,15,62,0,0,2025-06-30,2025-12-07,2026-07-11,Niche/Emerging Curator
[01] Sideration Blues Revolution - A Song of Wrong - BLUESsutra,open,No,Blues,open,Mounir,profile,0,10,387,0,0,2025-05-03,2025-10-21,2026-07-11,Niche/Emerging Curator (Repeat)
[01] Sideration Blues Revolution - A Song of Wrong - BLUESsutra,open,No,Late Night Cig,open,Milena,profile,4,61,240,0,0,2025-05-26,2026-07-06,2026-07-11,Mid-size Playlist
[07] Sideration - No Velvet Scream - BLUESsutra,open,Yes,Blues,open,Mounir,profile,0,10,387,0,0,2025-05-03,2025-10-21,2026-07-11,Niche/Emerging Curator (Repeat)
[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,open,Yes,Blues,open,Raphael Aquino,profile,0,5,24,0,0,2025-06-02,2025-06-17,2026-07-11,Niche/Emerging Curator (Repeat)
[02] Sidération Blues Revolution - A Song of Wrong - BLUESsutra,open,Yes,Relax and Chill,open,Raphael Aquino,profile,0,37,148,0,0,2025-05-26,2025-12-04,2026-07-11,Mid-size Playlist (Repeat)
[04] Sidération - The Sky Stood Still 2 - Revolution BLUESsutra,open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[03] Sidération - The Sky Stood Still 4 - Revolution BLUESsutra,open,Yes,bananasutra,open,Fred Anderson,profile,1,445,1526,1,0,2026-07-08,2026-07-08,2026-07-11,Catalog Mirror (Superfan)
[03] Sidération - The Sky Stood Still 4 - Revolution BLUESsutra,open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
[03] Sidération - The Sky Stood Still 4 - Revolution BLUESsutra,open,Yes,R1999,open,ppheo,profile,0,47,189,0,0,2025-10-27,2025-10-27,2026-07-11,Mid-size Playlist
[05] Sidération - The Sky Stood Still 5 - Revolution FOLKsutra,open,Yes,France melody,open,Trịnh Trinh,profile,7,112,526,1,0,2022-04-08,2026-04-20,2026-07-11,Mid-size Playlist
"[01] Courage, Care, and Coconuts (Kindness is Clear more than Nice) - LOFIsutra",open,No,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
[05] Glitter and Guts - Bass Revolution LOFIsutra,open,Yes,Bosphorus Underground,open,Patrik Riederer,profile,1,126,601,0,0,2026-03-23,2026-03-23,2026-07-11,Mid-size Playlist
[05] Glitter and Guts - Bass Revolution LOFIsutra,open,Yes,Minimal,open,johnsy,profile,116,214,857,0,0,2025-08-07,2025-12-23,2026-07-11,Generic Dump (low signal)
[05] Glitter and Guts - Bass Revolution LOFIsutra,open,Yes,Untitled Playlist,open,gixxer,profile,14,3,10,0,0,2025-12-18,2025-12-20,2026-07-11,Niche/Emerging Curator
[05] Glitter and Guts - Bass Revolution LOFIsutra,open,Yes,Antrieb1,open,stefanratsch,profile,112,63,357,0,0,2025-06-27,2025-10-14,2026-07-11,Mid-size Playlist
[04] Glitter and Guts - oh lordy DUBsutra,open,Yes,Été 2025,open,Gumixed,profile,2,51,231,0,0,2025-07-04,2025-09-12,2026-07-11,Mid-size Playlist
[04] Glitter and Guts - oh lordy DUBsutra,open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Late Morning Beats,open,Angus,profile,54,123,532,0,0,2026-01-30,2026-05-10,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Bananasutra!,open,Angus,profile,54,452,1499,1,0,2026-04-08,2026-04-10,2026-07-11,Catalog Mirror (Superfan)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Work Playlist,open,ʝʀɛʏʏ,profile,6,15,53,0,0,2026-04-02,2026-04-02,2026-07-11,Niche/Emerging Curator (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,US,open,Natho,profile,4,213,840,0,0,2025-04-09,2026-06-21,2026-07-11,Generic Dump (low signal)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,RaiNy dAyz!,open,Angus,profile,54,62,243,0,0,2025-11-11,2026-04-08,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,GenteL RaiN,open,Angus,profile,54,97,405,0,0,2025-11-12,2026-05-11,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Lounge Inn 🏝️,open,Angus,profile,54,62,266,0,0,2025-11-10,2026-04-08,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,BiG AL🙏,open,Angus,profile,54,121,497,0,0,2025-07-29,2026-05-11,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Fpoammmopsssss,open,jordanbevan37,profile,15,50,232,0,0,2025-11-07,2025-12-24,2026-07-11,Mid-size Playlist (Repeat)
"[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper straws) • DUB QUACKsutra",open,Yes,Stream Music 🎧,open,ʝʀɛʏʏ,profile,6,82,218,0,0,2025-05-22,2026-06-17,2026-07-11,Mid-size Playlist (Repeat)
[03] FOTUS Circus VOL. 04 • Come On in You Wretched Fools  Plastic Straw Shit Show • Burlesque QUACKsutra,open,No,Awesome,open,[ ᴍᴇꜱꜱᴇᴅ ᴜᴘ ᴀᴀʀᴏɴ ],profile,0,23,80,0,0,2025-01-22,2025-05-26,2026-07-11,Niche/Emerging Curator (Repeat)
[03] FOTUS Circus VOL. 04 • Come On in You Wretched Fools  Plastic Straw Shit Show • Burlesque QUACKsutra,open,No,Songs when doing something (and for edits),open,[ ᴍᴇꜱꜱᴇᴅ ᴜᴘ ᴀᴀʀᴏɴ ],profile,0,19,66,0,0,2025-04-21,2025-05-26,2026-07-11,Niche/Emerging Curator (Repeat)
"[09] FOTUS Circus VOL. 04 • Step Right Up, My Dearest Souls • DUB QUACKsutra",open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[06] FOTUS Circus VOL. 03 • When will you be angelic (Ginzberg’s Horror Show) • BURLESQUE QUACKsutra,open,Yes,شادشیک,open,rosha,profile,2,42,527,0,0,2025-01-17,2025-08-07,2026-07-11,Mid-size Playlist
[06] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra,open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
[07] Fluye • Miss Cheeky DUB (1),open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[07] Fluye • Miss Cheeky DUB (1),open,Yes,Poetry Music,open,firelingo,profile,7,54,201,1,0,2025-08-16,2025-09-09,2026-07-11,Mid-size Playlist
[05] Fluye • Queen (of Authentic) DUB (1),open,Yes,Bananasutra,open,Lincoln Scott,profile,0,82,270,2,0,2026-05-21,2026-05-27,2026-07-11,Mid-size Playlist (Repeat)
[05] Fluye • Queen (of Authentic) DUB (1),open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[05] Fluye • Queen (of Authentic) DUB (1),open,Yes,Beauteeeezzzz,open,Sam,profile,7,498,2292,1,1,2018-12-13,2025-08-20,2026-07-11,Generic Dump (low signal)
[09] Fluye • Muse Prima DUB (1),open,Yes,Raggae/Dub,open,Theo,profile,0,75,318,0,0,2026-04-24,2026-04-24,2026-07-11,Mid-size Playlist
[09] Fluye • Muse Prima DUB (1),open,Yes,&&*,open,9uzzy,profile,28,249,791,1,0,2025-12-06,2025-12-06,2026-07-11,Catalog Mirror (Superfan)
[09] Fluye • Muse Prima DUB (1),open,Yes,Raggae/Dub,open,Colin Videcoq,profile,0,77,330,2,0,2025-03-10,2026-06-19,2026-07-11,Mid-size Playlist
[04] Fluye • Ordo Arabesk Amoris INDIE,open,No,Beauteeez II,open,Sam,profile,7,497,2288,0,1,2021-03-28,2025-10-06,2026-07-11,Generic Dump (low signal)
[06] Fluye • Queen (of Authentic) DUB (2),open,Yes,Hispanique,open,Mounir,profile,0,36,231,0,0,2022-05-27,2026-07-06,2026-07-11,Mid-size Playlist (Repeat)
