ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,https://soundcloud.com/bananasutra/sets/atheist-tango-ep-x9-vol-1-waldos-burlesque-tales-of-truth,1,,GROWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",9,"[1] Waldo's Atheist Tango ☰ Dadade French Burlesque, [2] Waldo's Atheist Tango ☰ catJAZZ BURLESQUE, [3] Waldo's Atheist Tango ☰ pbgal PianoJAZZ BURLESQUE, [4] Waldo's Atheist Tango ☰ Oh boy Accordion BURLESQUE, [5] Waldo's Atheist Tango ☰ Sultry JAZZ, [6] Waldo's Atheist Tango ☰ IBYN JAZZ, [7] Waldo's Atheist Tango ☰ shewannaknow Bass JAZZ, [8] Waldo's Atheist Tango ☰ shewannaknow Bass JAZZ, [9] Waldo's Atheist Tango ☰ pbgal Burlesque FOLK","2071971712, 2071971724, 2071971740, 2071971720, 2071971716, 2071971732, 2071971728, 2071971744, 2071971736",1670,23,1.377246,0:29:14,https://i1.sndcdn.com/artworks-zGmZBF6E6J0dpCF7-7ObUQQ-t500x500.png,https://i1.sndcdn.com/artworks-zGmZBF6E6J0dpCF7-7ObUQQ-t1080x1080.png,The Atheist Tango,L-243,checked,,"9 tracks of holy doubt. Who needs a sky full of gods when you've got a tango? Inspired by Ralph Waldo Emerson. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-04-06T05:22:34Z,"BURLESQUEsutra, FOLKsutra, GROWsutra : GOD (etc), JAZZsutra, Questions for the (kind) POPE in the Sky, SHOWsutra where bananas play"
Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,https://soundcloud.com/bananasutra/sets/awe-is-mighty-maybe-even-holy-glowsutra-conscious-indie-lofi-epx2,1,,GLOWsutra,"BLUES,FOLK,INDIE,LOFI,MANTRA","BLUES,FOLK,INDIE,LOFI,MANTRA,PSYCHEDELIC,TRIP HOP",2,"[01] Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie trip Hop(e) Blues Lullaby LOFI, [02] Awe Is Mighty (Maybe Even Holy) - GLOWsutra Psychedelic Folk Circus Dreamy Drum Indie MANTRA","2238682868, 2238682865",719,13,1.808067,0:06:41,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t1080x1080.png,Awe Is Mighty,L-21,checked,,"A 2-track glow-up that chases wonder like rent depends on it. Awe is not a luxury, not a miracle. It's the whole point, everywhere. Mary Oliver walked in and stayed. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-12-30T00:34:10Z,"GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, HIDDEN PEELS, INDIEsutra (Best Of), LOFIsutra, MANTRAsutra"
BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,https://soundcloud.com/bananasutra/sets/banana-alleluia-epx5-knowsutra-burlesque,1,,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",6,"[01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE, [02] BANANA ALLELUIA — KNOWsutra Whisper Velvet Waltz BURLESQUE, [03] BANANA ALLELUIA — KNOWsutra Banjo Waltz Bounce BURLESQUE, [04] BANANA ALLELUIA — KNOWsutra Cello Banjo Waltz Twang BURLESQUE, [05] BANANA ALLELUIA — KNOWsutra Dystopian Cabaret BURLESQUE, [01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE","2140154127, 2140154139, 2140154130, 2140154136, 2140154133, 2150602338",1377,24,1.742919,0:20:03,https://i1.sndcdn.com/artworks-ygtp0Bp5Ccu1zSfd-ysCUOA-t500x500.png,https://i1.sndcdn.com/artworks-ygtp0Bp5Ccu1zSfd-ysCUOA-t1080x1080.png,Banana Alleluia,L-22,checked,,"A 20-minute ride of raw sense-making, across 6 tracks. In a world gone bananas, wondering might be the most revolutionary thing you do. The sound: banjo, burlesque, and folk. The naked truth, served warm.",Ask: (Naked) TRUTH,,,,2025-08-01T09:27:17Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), HIDDEN PEELS, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, SHOWsutra : B.J. (is for Banana Jesters)"
Because the Light ☉ EPx4 VOL.01,https://soundcloud.com/bananasutra/sets/because-the-light-epx4-vol01,1,,KNOWsutra,MANTRA,MANTRA,4,"[01] Because the Light (wontdietonight) ⭐︎ Breathy LOFIsutra, [02] Because the Fight ⭐︎ MellO BANJOsutra, [03] Delete your Butt ⭐︎ Cheeky BURLESQUEsutra, [04] Because the Joke ⭐︎ Dreamy Mantra INDIEsutra","2084831280, 2084831274, 2084831277, 2084831271",2199,20,0.909504,0:13:30,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t500x500.png,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t1080x1080.png,Because The Light,L-27,checked,,"4 mantra tracks for the ones who still give a damn. Multiple versions. One thesis: because the light pretends it's painless, we delete ourselves. Fight back. Channeling Patti Smith, obviously. Dare to care. That's the whole thing.",Dare: DARE (to care),,,,2025-04-25T04:46:25Z,"BANJOsutra, BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra (Best Of), GROWsutra : DARE (to care), INDIEsutra, KNOWsutra : PEACE (not War), LOFIsutra, LOFIsutra (Best Of), MANTRAsutra"
Bee the Fool EP x2 : BANJOsutra,https://soundcloud.com/bananasutra/sets/bee-the-fool-ep-x2-honeysutra,1,,SHOWsutra,"BANJO,BLUES,FOLK","BANJO,BLUES,FOLK",2,"Bee the full (cozitsalie) • BANJOsutra, Be the fool (Perfection is a lie) : BANJOsutra","1991163467, 1991163459",415,5,1.204819,0:07:16,https://i1.sndcdn.com/artworks-1QKzz4xNQaa8y2oX-Ru7mWg-t500x500.jpg,https://i1.sndcdn.com/artworks-1QKzz4xNQaa8y2oX-Ru7mWg-t1080x1080.jpg,Bee the Fool (Not A Lie),L-29,checked,,"A quick 7-minute burst of gleeful absurdity, across 2 tracks. Perfection is a lie. Possessions bind. Only the fool dances where others sink. Bee the fool. Channeling Jim Morrison, obviously. Be the fool worth being.",Play: (Be) The Fool,,,,2024-12-21T03:33:44Z,"BANJOsutra, FLOWsutra where time is space, SHOWsutra: (shades of) FOOLS"
Best Teacher Award · in Love & Death : Indie Bliss EPx3 VOL. 1 : BOWsutra,https://soundcloud.com/bananasutra/sets/best-teacher-award-in-love-death-indie-lofi-epx3-vol-1-bowsutra,1,,BOWsutra,INDIE,INDIE,3,"[1] Dead Dogs Deets • Emo INDIEsutra, [2] Like a Dog in the Sky • Leonard’s Birdie BLUESsutra, [3] Blessed Be the Dogs • Cappella MANTRAsutra","2074498480, 2074498484, 2074498476",671,3,0.447094,0:08:22,https://i1.sndcdn.com/artworks-naxN1Ew2hxBmEiva-OlsMuQ-t500x500.png,https://i1.sndcdn.com/artworks-naxN1Ew2hxBmEiva-OlsMuQ-t1080x1080.png,,"L-58,L-145,L-33",checked,,3 indie tracks disguised as music. Your dog left. But not really #forever Good dogs. Best teachers.,"Bow: (Thank) Dogs,EP: Best Teacher Award",,,,2025-04-09T11:15:13Z,"BLUESsutra, BOWsutra : (Thank) Dogs, BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, INDIEsutra, MANTRAsutra"
Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,https://soundcloud.com/bananasutra/sets/blaises-tale-epx3-knowsutra-folk-cabaret,1,,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",3,"[01] Blaise's Tale ⭐︎ KNOWsutra Intimate Storytelling FOLK, [02] Blaise's Tale ⭐︎ KNOWsutra Hypnotic Banjo FOLK, [03] Blaise's Tale ⭐︎ KNOWsutra Cheeky Cabaret BURLESQUE","2158307499, 2158307502, 2158307496",587,5,0.851789,0:08:41,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t500x500.png,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t1080x1080.png,Blaise's Tale,L-31,checked,,"A quick 8-minute burst of uncut honesty, across 3 tracks. A wise 17th century warning that's been on repeat ever since #duh Channeling Blaise Pascal, obviously. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-08-24T01:01:14Z,"BANJOsutra, BURLESQUEsutra, FOLKsutra, KNOWsutra : PEACE (not War), KNOWsutra : but(t) WHY, KNOWsutra where questions matter"
Blessed Are the Cracked EP X3,https://soundcloud.com/bananasutra/sets/blessed-are-the-cracked-ep-x3,1,,SHOWsutra,JAZZ,JAZZ,3,"Blessed Are the Cracked Jazz, Blessed Are the Cracked Waltz #1, Blessed Are the Cracked Waltz #2","1981272919, 1981272923, 1981272927",608,4,0.657895,0:09:45,https://i1.sndcdn.com/artworks-d9e5zeXofS20S4AQ-Lb1s5g-t500x500.png,https://i1.sndcdn.com/artworks-d9e5zeXofS20S4AQ-Lb1s5g-t1080x1080.png,Blessed Are The Cracked,L-32,checked,,"A quick 9-minute burst of beauty that bleeds, across 3 tracks. Gratitude, kindness, and the occasional beach. (Dating profile for the soul.) The sound: jazz. A rainbow in someone's cloud.",Bless: RAINBOWS (in my clouds),,,,2024-12-11T23:08:16Z,"BURLESQUEsutra, GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, JAZZsutra"
Blessed Be the Dogs ☰ SHOWsutra EPx9 ☰ Post-Punk Burlesque ROCK,https://soundcloud.com/bananasutra/sets/blessed-be-the-dogs-showsutra-epx9-post-punk-burlesque-rock,1,,BOWsutra,"BURLESQUE,ROCK","BURLESQUE,PUNK,ROCK",9,"[01] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [02] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [03] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [04] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [05] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [06] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [07] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [08] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK, [09] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK","2153509272, 2153509269, 2153509275, 2153509260, 2153509263, 2153509278, 2153509254, 2153509266, 2153509257",2230,32,1.434978,0:35:13,https://i1.sndcdn.com/artworks-kAEVcohylwIZch0q-ThHu4Q-t500x500.png,https://i1.sndcdn.com/artworks-kAEVcohylwIZch0q-ThHu4Q-t1080x1080.png,Blessed Be The Dogs (SHOWsutra Edition),L-146,checked,,A 9-track glow-up that says thank you with its whole chest. With all due respects to cringy parrots... there's nothing like a puppy belly rub in the warm morning light. A nod to Morissey. Good dogs. Best teachers.,"Bow: (Thank) Dogs,EP: Best Teacher Award",,,,2025-08-15T01:39:46Z,"BOWsutra : (Thank) Dogs, HIDDEN PEELS, ROCKsutra, ROCKsutra (Best Of), SHOWsutra where bananas play"
Blessed Be Your Voice ⭐︎ GROWsutra Vol. 02 EPx19,https://soundcloud.com/bananasutra/sets/blessed-be-your-voice-growsutra-epx19,2,,GROWsutra,INDIE,INDIE,19,"[01] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Cello Piano INDIE, [02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE, [03] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE, [04] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE, [05] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [06] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [07] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [08] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Cello Fusion LOFI, [09] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [10] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [11] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI, [12] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Cello Fusion LOFI, [13] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Guitar Indie WORLD, [14] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Indie WORLD, [15] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Cello Indie WORLD, [16] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Indie WORLD, [17] Blessed Be Your Voice • GROWsutra Post-Punk I Jazz You Not BURLESQUE, [Bonus] Blessed Be Your Voice  • GROWsutra Hip Pop FOLK, [Bonus] Blessed Be Your Voice • GROWsutra Miss Cheeky Upright Bass A Capella Lullaby Mantra JAZZ","2349579404, 2349579422, 2349579386, 2349579398, 2349579407, 2349579419, 2349579380, 2349579425, 2349579383, 2349579401, 2349579389, 2349579395, 2349579416, 2349579392, 2349579434, 2349579413, 2349579410, 2349579428, 2349579431",14622,159,1.087403,0:55:09,https://i1.sndcdn.com/artworks-gn5KxAJysx00mUwS-QWvH0w-t500x500.png,https://i1.sndcdn.com/artworks-gn5KxAJysx00mUwS-QWvH0w-t1080x1080.png,Blessed Be Your Voice,L-34,checked,,Got Freedom Fruit? Oui Oui.,Dare: DARE (to care),,,,2026-06-29T02:06:06Z,"BLUESsutra, BLUESsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave, LOFIsutra (Best Of)"
Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,https://soundcloud.com/bananasutra/sets/bloom-past-doom-apes-gone-wrong-series-epx5-blowsutra-revolt-now-grassroots-hope-song,1,,BLOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ","BURLESQUE,CABARET,COUNTRY,FOLK,INDIE,JAZZ,PSYCHEDELIC,SOUL",5,"[01] Bloom Past Doom (Apes Gone Wrong) - BLOWsutra (Revolt Now) Psychedelic Country Soul FOLK, [02] Bloom Past Doom (Apes Gone Wrong) - BLOWsutra (Revolt Now) Psychedelic Indie Ballad FOLK, [03] Bloom Past Doom - BLOWsutra (Revolt Now) Cello Circus Chanson Cabaret BURLESQUE, [04] Bloom Past Doom - BLOWsutra (Revolt Now) Cello Bass Burlesque Jazz Symphony INDIE, [05] Bloom Past Doom - BLOWsutra (Revolt Now) Bass Heartbeat Pluck Cello Jazz INDIE","2247770567, 2247770570, 2247770564, 2247770558, 2247770561",3618,39,1.077944,0:15:41,https://i1.sndcdn.com/artworks-NfNdCTLZ9C9HupPU-ETvEcw-t500x500.png,https://i1.sndcdn.com/artworks-NfNdCTLZ9C9HupPU-ETvEcw-t1080x1080.png,Bloom Past Doom,L-36,checked,,"5 tracks of raw sense-making. Why not think of marriage as a relationship based on equality, respect, and personal freedom, i. Served in burlesque, folk, and indie. Revolution as a daily practice.",Speak: REVOLT (now),,,,2026-01-15T07:26:42Z,"BLOWsutra, BLOWsutra : APES (gone wrong), BLOWsutra : REVOLT (now), BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, INDIEsutra, QUACKsutra where we sing FU"
Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,https://soundcloud.com/bananasutra/sets/bloom-past-doom-vol-2-2-songs-epx7-blowsutra-revolution-ring-series-fusion-jazz,2,,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,INDIE,JAZZ,PSYCHEDELIC",7,"Side A [01] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Jazzy Gipsy Blues DUB, Side A [02] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ, Side A [03] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ, Side A [04] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Jazzy Blues BLUES, Side B [05] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Jazzy INDIE, Side B [06] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Cello Accordion Burlesque INDIE, Side B [07] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Bluesy Psychedelic Americana Banjo FOLK","2248438646, 2248438631, 2248438643, 2248438637, 2248438649, 2248438634, 2248438640",6057,71,1.172197,0:22:38,https://i1.sndcdn.com/artworks-UsXPQkqEgN2gCzJ6-0lSKCQ-t500x500.png,https://i1.sndcdn.com/artworks-UsXPQkqEgN2gCzJ6-0lSKCQ-t1080x1080.png,Bloom Past Doom,L-36,checked,,"7 banjo, blues, and burlesque tracks asking questions that sting. Why not think of marriage as a relationship based on equality, respect, and personal freedom, i. Volume 2 hits different. Revolution as a daily practice.",Speak: REVOLT (now),,,,2026-01-16T04:36:36Z,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of)"
Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,https://soundcloud.com/bananasutra/sets/bo-burnham-gone-bananas-coversutra-epx11,1,,SHOWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI",11,"[01] Welcome to the Internet (Bo Burnham Gone Bananas) - COVERsutra Indie JAZZ, [02] Welcome to the Internet (Bo Burnham Gone Bananas) • COVERsutra Indie Piano Burlesque JAZZ, [03] God's Perspective (Bo Burnham Gone Bananas) - COVERsutra Blues INDIE, [04] God's Perspective (Bo Burnham Gone Bananas) - COVERsutra Jazz INDIE, [05] F*CK (Bo Burnham Gone Bananas) - COVERsutra Candid Piano JAZZ, [06] F*CK (Bo Burnham Gone Bananas) - COVERsutra Candid Piano JAZZ, [07] F*CK (Bo Burnham Gone Bananas) - COVERsutra Candid Piano Jazz INDIE, [08] F*CK (Bo Burnham Gone Bananas) - COVERsutra Candid INDIE, [09] What's Funny (Bo Burnham Gone Bananas) • COVERsutra Indie Jazz BURLESQUE, [10] What's Funny (Bo Burnham Gone Bananas) - COVERsutra Indie Reggae DUB, [11] Problematic (Bo Burnham Gone Bananas) - COVERsutra Indie Pop LOFI","2279495030, 2279495021, 2279495018, 2279495036, 2279495024, 2279495045, 2279495042, 2279495039, 2279495048, 2279495027, 2279495033",4928,52,1.055195,0:43:15,https://i1.sndcdn.com/artworks-0cRNu3FFXne8uJuk-QwQNJA-t500x500.png,https://i1.sndcdn.com/artworks-0cRNu3FFXne8uJuk-QwQNJA-t1080x1080.png,Bo Burnham Covers,L-37,checked,,"11 blues, burlesque, and dub tracks steeped in equal parts fury and love. What's funny? Everything. Also nothing. Bo Burnham said so. Channeling Bo Burnham, obviously. A cover, reborn. Welcome to the Fanana club.",Play: FANANA (party),,,,2026-03-07T23:40:16Z,"BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, SHOWsutra : FANANA Club"
Broken Whole (Vol. 02) • EPx16 • GROWsutra Psychedelick Banjo BLUES + FOLK + DUB,https://soundcloud.com/bananasutra/sets/broken-whole-growsutra-vol2-epx16,2,,GROWsutra,"BANJO,FOLK","BANJO,FOLK",16,"[01] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [02] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [03] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [04] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [05] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [06] Broken Whole (Encore) • GROWsutra Psychedelick Destiny Banjo BLUES, [07] Broken Whole (Encore) • GROWsutra Kindness Is In The Depth Bluesy Banjo FOLK, [08] Broken Whole (Encore) • GROWsutra Kindness Is In The Depth Bluesy Banjo FOLK, [09] Broken Whole (Encore) • GROWsutra Queen of Authentic Dubby Banjo FOLK, [10] Broken Whole (Encore) • GROWsutra Queen of Authentic Dubby Banjo FOLK, [11] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [12] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [13] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [14] Broken Whole (Encore) • GROWsutra Psychedelick Poetry Bridges the DUB, [15] Broken Whole (Encore) • GROWsutra La Poesita Fado World Indie DUB, [16] Broken Whole (Encore) • GROWsutra La Poesita Fado World Indie DUB","2331788303, 2331788312, 2331788342, 2331788306, 2331788336, 2331788333, 2331788318, 2331788309, 2331788300, 2331788327, 2331788315, 2331788321, 2331788324, 2331788330, 2331788345, 2331788339",16199,138,0.851904,0:47:21,https://i1.sndcdn.com/artworks-z8cA6ydBGgr5F4Jp-zISI5w-t500x500.png,https://i1.sndcdn.com/artworks-z8cA6ydBGgr5F4Jp-zISI5w-t1080x1080.png,Broken Whole,L-346,checked,,"Serious questions, for you and I and us all, recycled from the bottom of my (he)art...",Dare: DARE (to care),,,,2026-06-02T02:32:16Z,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave"
But(t) How Can You? GROWsutra (Dare to Care) EPx10,https://soundcloud.com/bananasutra/sets/butt-how-can-you-growsutra-epx10,1,,GROWsutra,"DUB,INDIE,LOFI","DUB,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,RAGGA",10,"[01] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [02] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [03] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [04] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [05] But(t) How Can You GROWsutra F-Bomb Psychedelic Hip Hop LOFI, [06] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI, [07] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI 1, [08] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI, [09] But(t) How Can You GROWsutra Mama-b-c Magick Cello Prayer Dream INDIE, [10] But(t) How Can You GROWsutra Mama-b-c Magick Cello Prayer Dream INDIE","2278937978, 2278937996, 2278937981, 2278938002, 2278937993, 2278937990, 2278938005, 2278937984, 2278937987, 2278937999",4534,18,0.397000,0:19:15,https://i1.sndcdn.com/artworks-wzNXJ0kKC1UWtYRu-qF7vrw-t500x500.png,https://i1.sndcdn.com/artworks-wzNXJ0kKC1UWtYRu-qF7vrw-t1080x1080.png,But(t) How Can You?,L-40,checked,,"10 dub, indie, and lo-fi tracks dripping with uncomfortable truths. Have you met your conscience lately? (Asking for a friend.) A nod to ScoobyDoo. Because why not ask why.",Ask: But(t) WHY,,,,2026-03-06T21:23:30Z,"DUBsutra, DUBsutra (Best Of), GROWsutra where we be brave, INDIEsutra, LOFIsutra, LOFIsutra (Best Of), MANTRAsutra (Best Of)"
But(t) How you Kids Learn Now? EPx9 VOL. 01,https://soundcloud.com/bananasutra/sets/butt-how-you-kids-learn-now-epx9-vol-01,1,,KNOWsutra,"FOLK,INDIE,JAZZ","FOLK,INDIE,JAZZ",9,"[0] How do kids learn • Destiny JAZZsutra (high), [1] How do kids learn • Accordion JAZZ BURLESQUEsutra, [2] How do kids learn • Accordion BURLESQUEsutra, [3] How do kids learn • FOLK BANJOsutra, [4] How do kids learn • Bluesy FOLKsutra, [5] How do kids learn • Bluesy DUBsutra, [6] How do kids learn • Indie FOLKsutra, [7] How do kids learn • Tango FOLKsutra, [8] How do kids learn • DRUM FOLKsutra","2078543768, 2078543772, 2078543792, 2078543780, 2078543788, 2078543764, 2078543776, 2078543784, 2078543796",1962,29,1.478084,0:30:18,https://i1.sndcdn.com/artworks-s7JwXEm6wQmnuT1J-ySHR0g-t500x500.png,https://i1.sndcdn.com/artworks-s7JwXEm6wQmnuT1J-ySHR0g-t1080x1080.png,How Do Kids Learn Now?,L-106,checked,,"9 folk, indie, and jazz tracks disguised as music. How do kids learn what's right when the adults are still figuring it out? The naked truth, served warm.",Ask: (Naked) TRUTH,,,,2025-04-14T18:55:07Z,"BANJOsutra, BLUESsutra (Best Of), BURLESQUEsutra, FOLKsutra, FOLKsutra (Best Of), GROWsutra where we be brave, HIDDEN PEELS, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, MANTRAsutra (Best Of)"
But(t) Where Do Pigeons Go To Die ✧ BOWsutra (Death is Nothing) Dub Folk EPx5,https://soundcloud.com/bananasutra/sets/butt-where-do-pigeons-go-to-die-bowsutra-epx5,1,,BOWsutra,"DUB,FOLK","DUB,FOLK",5,"[01] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Poetry Bridges the DUB, [02] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Poetry Bridges the DUB, [03] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Poetry Bridges the DUB, [04] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Queen Of Authentic Dubby FOLK, [05] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Queen Of Authentic FOLK Cover","2353813781, 2353813772, 2353813784, 2353813778, 2353813775",1610,18,1.118012,0:15:33,https://i1.sndcdn.com/artworks-FAjIdovnpd1Pj0yG-8cj3HQ-t500x500.png,https://i1.sndcdn.com/artworks-FAjIdovnpd1Pj0yG-8cj3HQ-t1080x1080.png,But(t) Where Do Pigeons Go To Die?,L-38,checked,,"5 tracks, one questions, millions of pigeons, no one knows...",Bow: Death (is nothing),,,,2026-07-06T08:28:19Z,"BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, DUBsutra (Best Of), FOLKsutra"
