ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,https://soundcloud.com/bananasutra/sets/sutra-of-immanence-flowsutra-dog-poetry-jazz-dub-epx3,1,,FLOWsutra,"DUB,JAZZ","DUB,JAZZ",3,573,10,0:08:18,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t500x500.png,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t1080x1080.png,Sutra of Immanence,L-236,checked,,"3 tracks of gratitude with grit. The sacred is scruffy. The holy wears fur. The prophets are playful. And god lives in the tail wag. The sound: dub and jazz. Fly like water, land like truth.",Trust: FLY (like water),2025-06-06 12:12:36,"BOWsutra : (Thank) Dogs, DUBsutra, FLOWsutra where time is space, JAZZsutra"
SynthemaSutra ♆ SHOWsutra Banana EPx8,https://soundcloud.com/bananasutra/sets/synthemasutra-showsutra-banana-epx8,1,,SHOWsutra,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,FLAMENCO,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",8,2620,27,0:34:03,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t1080x1080.png,SynthemaSutra,L-237,checked,,"8 tracks of questions that won't quit. All seven sutras, as if they were good old greek synthemas. Timeless philosophy in motion. Served in burlesque, dub, and indie. Welcome to the Fanana club.",Play: FANANA (party),2025-11-25 08:59:19,"BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra, ROCKsutra, SHOWsutra : B.J. (is for Banana Jesters), SHOWsutra where bananas play"
Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,https://soundcloud.com/bananasutra/sets/tell-the-truth-encore-knowsutra-epx9-vol-04,3,,KNOWsutra,"BANJO,BLUES,ROCK","BANJO,BLUES,PSYCHEDELIC,ROCK",9,10620,186,0:37:21,https://i1.sndcdn.com/artworks-64Uv99JMUudNjTVz-iC67zQ-t500x500.png,https://i1.sndcdn.com/artworks-64Uv99JMUudNjTVz-iC67zQ-t1080x1080.png,Tell The Truth,L-239,checked,,"A solid half-hour of raw sense-making, across 9 tracks. Tell the truth. Even when it's inconvenient. Especially then. Served in banjo, blues, and rock. This is Vol. 3—the saga deepens. Over 10k plays and counting—clearly something landed.",Ask: (Naked) TRUTH,2025-11-02 05:28:17,"BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, ROCKsutra"
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,2,,KNOWsutra,"BANJO,BLUES,JAZZ","BANJO,BLUES,JAZZ",5,1296,21,0:18:54,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t1080x1080.jpg,Tell The Truth,L-239,checked,,"5 banjo, blues, and jazz tracks dripping with uncomfortable truths. Tell the truth. Even when it's inconvenient. Especially then. This is Vol. 2—the saga deepens. The naked truth, served warm.",Ask: (Naked) TRUTH,2025-01-22 11:10:23,"BANJOsutra, BLUESsutra, GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter"
Thank you · Mister Paine - American Accountability Revolution Blues EPx3,https://soundcloud.com/bananasutra/sets/thank-you-mister-paine-american-accountability-revolution-blues-epx3,1,,BLOWsutra,BLUES,BLUES,3,859,14,0:11:47,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t500x500.png,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t1080x1080.png,"Thank you, Mister Paine",L-240,checked,,"A 3-track bright spell that says thank you with its whole chest. A body of men accountable to nobody ought not to be trusted by anybody.' — Thomas Paine. Thank you, Mister Paine. Channeling Thomas Paine, obviously. Revolution as a daily practice.",Speak: REVOLT (now),2025-06-06 11:12:45,"BLOWsutra : REVOLT (now), BLUESsutra, QUACKsutra where we sing FU"
The Accordion of Ignorance EP X4,https://soundcloud.com/bananasutra/sets/the-accordion-of-ignorance-ep-x4,1,,QUACKsutra,FOLK,FOLK,4,703,7,0:15:49,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t500x500.png,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t1080x1080.png,The Accordion of Ignorance,L-242,checked,,4 tracks of political puke. The accordion of ignorance plays itself louder the more you pull it open. With a wink to Jacques Brel. FOTUS rhymes with anus. Coincidence?,Quack: FOTUS Circus,2024-12-11 21:36:45,"BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BURLESQUEsutra, FOLKsutra"
The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,https://soundcloud.com/bananasutra/sets/the-atheist-tango-vol-2-epx12-growsutra-god-etc-conscious-gipsy-lofi-burlesque-jazz,2,,GROWsutra,"BURLESQUE,JAZZ,LOFI","BURLESQUE,GIPSY,JAZZ,LOFI",12,14109,155,0:39:26,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t1080x1080.png,The Atheist Tango,L-243,checked,,"12 burlesque, jazz, and lo-fi tracks for the ones who still give a damn. Who needs a sky full of gods when you've got a tango? Inspired by Ralph Waldo Emerson. This is Vol. 2—the saga deepens. Over 14k plays and counting—clearly something landed.",Dare: GOD (etc.),2026-01-09 06:56:25,"BURLESQUEsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,1,,KNOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",10,4683,50,0:44:45,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t1080x1080.png,,"L-393,L-244",checked,,10 tracks of curious reckoning. The happiness they sold you was a tango with the wrong partner on your shoulder. With a wink to Bertrand Russell. Bertrand would approve. Probably.,Ask: BERTRAND (knows),2025-11-16 04:20:40,"BURLESQUEsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : BERTRAND (mon chéri), MANTRAsutra"
The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,https://soundcloud.com/bananasutra/sets/the-dystopian-quiz-song-epx15-acoustic-soulsutra,1,,BLOWsutra,"BLUES,BURLESQUE,JAZZ,MANTRA","ACOUSTIC,BLUES,BURLESQUE,JAZZ,MANTRA",15,2970,14,0:46:20,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t500x500.png,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t1080x1080.png,The Dystopian Quiz Song,L-246,checked,,15 tracks of raw sense-making. Take the quiz. Is your world a circus or a dystopia? (Trick question.) With a wink to George Orwell. Uncensored. Obviously.,Speak: CENSOR(ed),2025-04-18 20:27:25,"BANJOsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BURLESQUEsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, INDIEsutra, JAZZsutra, MANTRAsutra, QUACKsutra where we sing FU"
The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,https://soundcloud.com/bananasutra/sets/the-echo-song-song-vladimir-vysotsky-epx6-english-cover-blowsutra-gipsy-trip-hop-trip,2,,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI","BURLESQUE,DUB,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",6,3543,29,0:18:46,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t500x500.png,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t1080x1080.png,The Echo Song,L-247,checked,,"6 tracks of unapologetic peace. Even the mountains echo the sounds of war. Nobody listens. Channeling Vladimir Vysotsky, obviously. Volume 2 hits different. Revolution as a daily practice.",Speak: REVOLT (now),2025-10-27 04:02:41,"BLOWsutra, BLOWsutra : REVOLT (now), BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra"
The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),https://soundcloud.com/bananasutra/sets/the-echo-song-russian-epx3-gipsy-blowsutra-lofi-blues-vladimir-vysotsky-cover,1,,BLOWsutra,"BANJO,BLUES,INDIE,LOFI","BANJO,BLUES,GIPSY,INDIE,LOFI,PSYCHEDELIC",3,2716,33,0:09:40,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t1080x1080.png,The Echo Song (Russian Edition),L-392,checked,,"3 banjo, blues, and indie tracks that won't let you look away. A friend of mine asserted that this song, by Soviet singer-songwriter and poet Vladimir #vysotsky is “a perfect song”. Vladimir Vysotsky walked in and stayed. Revolution as a daily practice.","World: RUSSIANsutra,Speak: REVOLT (now)",2025-10-25 08:16:51,"BLOWsutra : REVOLT (now), BLUESsutra, BLUESsutra (Best Of), LOFIsutra, WORLDsutra : Russian(ish)"
The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,https://soundcloud.com/bananasutra/sets/the-great-naked-king-showsutra-epx30,1,,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,FADO,FLAMENCO,GIPSY,HIP HOP,INDIE,JAZZ,LOFI",30,25532,282,1:46:12,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t1080x1080.png,The Great Naked King,L-250,checked,checked,"Thirty tracks of holy fooling around, anchored in the oldest trick in the book: the crowd convinced that what it cannot see is proof of its own unworthiness. Andersen wrote the parable in 1837. Chaplin filmed it in 1940. Banana sings it now, across flamenco techno, French tango jazz, gipsy burlesque, and Americana blues. Laughter as the seriousness that has nothing left to lose; be the great fool worth being.",Play: (Be) The Fool,2026-04-01 23:37:18,"BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), INDIEsutra, JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), SHOWsutra where bananas play"
The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,https://soundcloud.com/bananasutra/sets/the-invisible-man-in-the-sky-a-song-inspired-by-george-carlin-epx8-vol01,1,,GROWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,LOFI",8,1429,13,0:20:53,https://i1.sndcdn.com/artworks-X3sSPUgbNbib2XW8-7bIcSQ-t500x500.png,https://i1.sndcdn.com/artworks-X3sSPUgbNbib2XW8-7bIcSQ-t1080x1080.png,The Invisible Man In The Sky,L-251,checked,,"8 tracks of holy doubt. The invisible man in the sky: a character study. With a wink to George Carlin. Holy questions, no holy answers.",Dare: GOD (etc.),2025-04-13 23:17:52,"BLUESsutra, BURLESQUEsutra, FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, LOFIsutra, Questions for the (kind) POPE in the Sky, ROCKsutra"
The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,https://soundcloud.com/bananasutra/sets/the-love-of-a-dove-epx18-growsutra-peace-fusion-prayer,1,,GROWsutra,"BLUES,DUB,FOLK,INDIE","BLUES,DUB,FADO,FOLK,INDIE,PSYCHEDELIC,RAGGA,SOUL",18,13565,162,0:55:13,https://i1.sndcdn.com/artworks-JAgkPz4F7h0eq74Z-njbS5Q-t500x500.png,https://i1.sndcdn.com/artworks-JAgkPz4F7h0eq74Z-njbS5Q-t1080x1080.png,The Love of A Dove,L-252,checked,,"A 18-track bright spell that practices kindness like a contact sport. Love rising above bloody ashes. The dove's stubbornest trick. Blues, dub, and folk grooves from end to end. A fan favorite: 13k+ plays deep. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-10-06 08:08:01,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : PEACE (not War)"
The Sound Of Logic • KNOWsutra Psychedelick LoFi DUB EPx27,https://soundcloud.com/bananasutra/sets/the-sound-of-logic-knowsutra-dub-epx27,,,KNOWsutra,"LOFI,DUB","LOFI,DUB",27,12594,110,1:51:06,https://i1.sndcdn.com/artworks-iTMnLbPUyo5PZgb5-Yvmp6g-t500x500.png,https://i1.sndcdn.com/artworks-iTMnLbPUyo5PZgb5-Yvmp6g-t1080x1080.png,The Sound Of Logic,L-380,unchecked,,"Over an hour of naked truth, across 27 tracks. Acoustic or algorithmic? Human or harmonic? Is it chaos or logic? Bananasutra speaks... Lo-fi and dub grooves from end to end. Because why not ask why.",Ask: But(t) WHY,2026-05-03 01:05:55,"DUBsutra (Best Of), INDIEsutra (Best Of), KNOWsutra where questions matter, LOFIsutra (Best Of)"
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,1,,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,2024,20,0:08:29,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t1080x1080.png,There's No Prayer Like Desire,L-259,checked,,A 3-track shadow-walk that refuses to stop asking why. The most honest prayer you'll ever say isn't in a church. With a wink to Tom Waits. Because why not ask why.,Ask: But(t) WHY,2025-12-14 04:18:40,"BLUESsutra, BURLESQUEsutra, FOLKsutra (Best Of), KNOWsutra where questions matter"
They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,https://soundcloud.com/bananasutra/sets/they-call-it-freedom-oh-hi-sweet-honey-bun-blowsutra-revolt-now-epx11,1,,BLOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,LOFI","BLUES,BURLESQUE,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,6635,79,0:36:40,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t500x500.png,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t1080x1080.png,"They Call It Freedom (Oh Hi, Sweet Honey Bun)",L-262,checked,,"11 blues, burlesque, and folk tracks that won't let you look away. Oh hi, sweet honey bun. They call it freedom. It looks more like steel boots stomping truth again. Revolution as a daily practice.",Speak: REVOLT (now),2025-12-05 05:48:04,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, FOLKsutra, INDIEsutra (Best Of), LOFIsutra"
They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,https://soundcloud.com/bananasutra/sets/they-muddy-the-waters-aka-nietzsches-gift-epx5-vol-04,3,,BLOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BURLESQUE,FOLK,INDIE,LOFI",5,1091,6,0:16:27,https://i1.sndcdn.com/artworks-8WQovcQ1YWF6xgZ0-sPC0bQ-t500x500.png,https://i1.sndcdn.com/artworks-8WQovcQ1YWF6xgZ0-sPC0bQ-t1080x1080.png,Nietzsche's Gift (Muddy Waters),L-165,checked,,"5 banjo, burlesque, and folk tracks steeped in equal parts fury and love. They muddy the water to make it look deep. Nietzsche saw through it. A nod to Friedrich Nietzsche. Vol. 3, because one wasn't enough. Ego, meet your reflection.",Speak: EGO (gone loco),2025-04-14 06:55:18,"BANJOsutra, BLOWsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, INDIEsutra, LOFIsutra, MANTRAsutra"
This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,https://soundcloud.com/bananasutra/sets/this-is-my-quest-growsutra-epx19,1,,GLOWsutra,"DUB,INDIE,JAZZ,LOFI","DUB,FADO,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,18405,132,1:13:50,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t1080x1080.png,This Is My Quest,L-263,checked,,"Over an hour of gratitude with grit, across 19 tracks. Born with a fire that silence could not tame. This is the quest. With a wink to Jacques Brel. Over 18k plays and counting—clearly something landed. A rainbow in someone's cloud.",Bless: RAINBOWS (in my clouds),2026-03-16 18:54:21,"DUBsutra, DUBsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of)"
This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,https://soundcloud.com/bananasutra/sets/this-is-what-dissent-looks-like-now-blowsutra-revolution-ring-jazz-indie-lofi-dream,1,,BLOWsutra,"BURLESQUE,INDIE,JAZZ,LOFI","BURLESQUE,CABARET,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,TRIP HOP",14,17688,154,0:55:10,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t500x500.png,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t1080x1080.png,What Dissent Looks Like Now,L-286,checked,,"A 14-track shadow-walk that stays wide awake through the circus. Dissent used to look different. Now it looks like this. Served in burlesque, indie, and jazz. Over 17k plays and counting—clearly something landed. Revolution as a daily practice.",Speak: REVOLT (now),2026-01-27 21:09:22,"BLOWsutra, BLOWsutra : CENSOR(ed), INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,https://soundcloud.com/bananasutra/sets/time-for-rebel-romance-epx6-blowsutra-revolt-now-cabaret,1,,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,MANTRA,ROCK","BURLESQUE,CABARET,DUB,INDIE,JAZZ,MANTRA,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",6,10510,93,0:18:05,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t1080x1080.png,Time For Rebel Romance,L-265,checked,,"6 tracks of circus critique. History's spinning that wheel again. Time for a rebel romance. Served in burlesque, dub, and indie. Resonated: 10k plays and 92 likes so far. Revolution as a daily practice.",Speak: REVOLT (now),2026-02-19 08:00:16,"BLOWsutra, BLOWsutra : REVOLT (now), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GROWsutra : KIND(ness), QUACKsutra where we sing FU, ROCKsutra"
To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,https://soundcloud.com/bananasutra/sets/the-quest-brel-poetry-jazz-remakes-x8,1,,GLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",8,5676,61,0:21:21,https://i1.sndcdn.com/artworks-QUpuRg3OOi3Qb9MF-h5LTAw-t500x500.png,https://i1.sndcdn.com/artworks-QUpuRg3OOi3Qb9MF-h5LTAw-t1080x1080.png,To Dream,L-266,checked,,"A 8-track glow-up that dares you to show up. The lyrics say ""Oops."" The silence says the rest. Jacques Brel walked in and stayed. Poetry as essential infrastructure.",Bless: POET(ry),2024-11-09 00:48:07,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, JAZZsutra, JAZZsutra (Best Of), MANTRAsutra, ROCKsutra"
Too Hard · My Friend • FLOWsutra (Fly Like Water) Lullabies EPx2,https://soundcloud.com/bananasutra/sets/too-hard-flowsutra-epx2,1,,FLOWsutra,"LOFI,INDIE","LOFI,INDIE",2,449,0,0:06:05,https://i1.sndcdn.com/artworks-Ky48s5ZarF8xscUO-tegDyw-t500x500.png,https://i1.sndcdn.com/artworks-Ky48s5ZarF8xscUO-tegDyw-t1080x1080.png,"Too Hard, My Friend",L-267,checked,,"A 2-track luminous ride that goes where the music leads. You're trying too hard, my friend. The river doesn't try. It flows. Aldous Huxley walked in and stayed. Fly like water, land like truth.",Trust: FLY (like water),2026-04-17 23:32:31,"FLOWsutra where time is space, JAZZsutra, LOFIsutra"
Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,https://soundcloud.com/bananasutra/sets/trauma-begets-trauma-knowsutra-peace-not-war-piano-kitten-truth-epx5,1,,KNOWsutra,INDIE,"GIPSY,INDIE",5,4295,34,0:15:46,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t500x500.png,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t1080x1080.png,Trauma Begets Trauma,L-268,checked,,5 indie tracks that won't let you look away. Trauma begets trauma. The cycle ends when someone decides it does. The peace prayer that won't shut up.,Ask: PEACE (not war),2025-11-09 01:54:36,"INDIEsutra (Best Of), KNOWsutra : PEACE (not War), KNOWsutra where questions matter"
Trump Derangement Syndrome ™ EPx7,https://soundcloud.com/bananasutra/sets/trump-derangement-syndrome-epx7,1,,QUACKsutra,"BANJO,BURLESQUE,DUB,JAZZ,MANTRA","BANJO,BURLESQUE,DUB,JAZZ,MANTRA",7,1394,16,0:22:00,https://i1.sndcdn.com/artworks-Ys4zGlSmXhrD1HsT-Kvzuxg-t500x500.png,https://i1.sndcdn.com/artworks-Ys4zGlSmXhrD1HsT-Kvzuxg-t1080x1080.png,Trump Derangement Syndrome ™,L-269,checked,,"A 22-minute ride of circus critique, across 7 tracks. Symptoms include: knowing history, sneezing at hypocrisy, coughing at autocracy. You're not sick. He's just a dick. Served in banjo, burlesque, and dub. Quack quack. You know who you are.",Quack: DUCK (shady),2025-06-18 17:12:28,"BANJOsutra, BLUESsutra, INDIEsutra, MANTRAsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,https://soundcloud.com/bananasutra/sets/trust-no-one-ep-x3-vol1-blowsutra-alternative-indie-rock,1,,BLOWsutra,"INDIE,JAZZ,ROCK","INDIE,JAZZ,ROCK",3,939,12,0:06:33,https://i1.sndcdn.com/artworks-zo2LcEgQQvZyFMXS-Hip2cg-t500x500.png,https://i1.sndcdn.com/artworks-zo2LcEgQQvZyFMXS-Hip2cg-t1080x1080.png,Trust No One,L-270,checked,,"A 3-track dark bloom that stays wide awake through the circus. They told you to trust. Then they taught you why not to. A song about both. Served in indie, jazz, and rock. The apes are at it again.",Speak: APES (gone wrong),2025-04-04 03:18:49,"BLOWsutra, BLOWsutra : EGO (gone loco), INDIEsutra, ROCKsutra"
Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,https://soundcloud.com/bananasutra/sets/truth-dont-care-epx2-knowsutra-psychedelic-muse-cabaret,1,,KNOWsutra,"BURLESQUE,JAZZ","BURLESQUE,CABARET,JAZZ,PSYCHEDELIC",2,376,3,0:06:52,https://i1.sndcdn.com/artworks-2pO2JGvoTeCfSURr-2A3VeA-t500x500.png,https://i1.sndcdn.com/artworks-2pO2JGvoTeCfSURr-2A3VeA-t1080x1080.png,Truth Don't Care,L-271,checked,,"2 burlesque and jazz tracks asking questions that sting. Truth don't care what you believe. Doesn't bow to gold or kings. Doesn't owe history a damn thing. Channeling Eckhart Tolle, obviously. The naked truth, served warm.",Ask: (Naked) TRUTH,2025-08-24 02:48:49,"BURLESQUEsutra, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter"
Tune in the Tender ☲ #GROWsutra EPx9,https://soundcloud.com/bananasutra/sets/tune-in-the-tender-growsutra-epx9,1,,GROWsutra,"DUB,INDIE,LOFI","DUB,INDIE,LOFI",9,2845,31,0:36:05,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t500x500.png,https://i1.sndcdn.com/artworks-ayo6PDrn2o8EClWe-wyHddg-t1080x1080.png,Tune In The Tender,L-273,checked,,"A solid half-hour of beauty that bleeds, across 9 tracks. I still care. I still cry. That's why I'm still here. Inspired by Herman Hesse. Kindness as rebellion.",Dare: KIND(ness),2025-06-21 09:02:24,"BLUESsutra, DUBsutra, GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra, JAZZsutra, MANTRAsutra"
Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1,,KNOWsutra,"BANJO,BLUES,DUB,INDIE,LOFI","BANJO,BLUES,DUB,FLAMENCO,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,8061,73,0:43:01,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t1080x1080.png,"Two Things, Darling",L-274,checked,,"Nearly an hour of curious reckoning, across 11 tracks. Two things, darling: the world is mad, and kindness is the only sane response. Get the facts right. Keep love in sight. Bertrand Russell walked in and stayed. One of the heavier hitters: 8k+ plays. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2026-01-01 22:37:09,"BLUESsutra, DUBsutra, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra"
Untamed EP X3,https://soundcloud.com/bananasutra/sets/untamed-ep-x3,1,,GROWsutra,INDIE,INDIE,3,527,2,0:07:37,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t500x500.png,https://i1.sndcdn.com/artworks-h4WvLIv6GtEpPvLT-kyZycQ-t1080x1080.png,Untamed,L-276,checked,,"A 3-track sun-drunk hymn that dares you to show up. Born untamed. Nobody chooses the path they roam. The sound: indie. Holy questions, no holy answers.",Dare: GOD (etc.),2024-12-14 20:25:26,"BANJOsutra, BLUESsutra, BOWsutra the last of 7 sutras · it's divine <3, FOLKsutra, GROWsutra : GOD (etc), Questions for the (kind) POPE in the Sky"
