ep_title,ep_url,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs
Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,https://soundcloud.com/bananasutra/sets/stymied-felon-goes-stymy-stymy-yuck-encore-freee-bonus-epx2-vol02,BLOWsutra,LOFI,"LOFI,HIP HOP",2,426,4,0:00:00,https://i1.sndcdn.com/artworks-MnjuWCHszuAJt8sg-DJvk4g-t500x500.png,L-234,2025-04-22 19:11,"BLOWsutra, DUBsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU","[01] Stymied Stymied Yuck (what shall we hope for now) - DUBsutra, [02] Stymied Stymied Whack (what shall we hope for now) - DUBsutra"
Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,https://soundcloud.com/bananasutra/sets/stymy-stymy-yuck-a-story-of-old-bastards-epx5-vol1-dubsutra,BLOWsutra,"DUB,LOFI","DUB,LOFI",5,1279,17,0:00:00,https://i1.sndcdn.com/artworks-Mec8nBlPvyM8XXLn-dyCagw-t500x500.jpg,L-234,,"BLOWsutra, DUBsutra, KNOWsutra where questions matter, LOFIsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU","[4] Stymy Stymy Yuck • Mama F-BOMB DUB, [3] Stymy Stymy Yuck • Hope Fiddle DUBgrass, [5] stymy stymy yuck • Arabesk DUB, [1] stymy stymy yuck • LOFI, [2] stymy stymy yuck • muse DUB"
Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,https://soundcloud.com/bananasutra/sets/sutra-of-immanence-flowsutra-dog-poetry-jazz-dub-epx3,FLOWsutra,"DUB,JAZZ","DUB,JAZZ",3,571,10,0:00:00,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t500x500.png,L-236,2025-06-06 12:12,"BOWsutra : (Thank) Dogs, DUBsutra, FLOWsutra where time is space, JAZZsutra","[02] Sutra of Immanence • PAWsutra FLOW DUB, [01] Sutra of Immanence • PAWsutra FLOW DUB, [03] Sutra of Immanence • PAWsutra FLOW JAZZ"
SynthemaSutra ♆ SHOWsutra Banana EPx8,https://soundcloud.com/bananasutra/sets/synthemasutra-showsutra-banana-epx8,SHOWsutra,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,FLAMENCO,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",8,2593,28,0:00:00,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,L-237,,"BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra, ROCKsutra, SHOWsutra : B.J. (is for Banana Jesters), SHOWsutra where bananas play","[02] Synthema Sutras - SHOWsutra Banana Tzigane Conscious Soul Fusion Indie LOFI, [08] Synthema Sutras - SHOWsutra Banana Psychedelic Burlesque Indie Punk ROCK, [05] Synthema Sutras - SHOWsutra Banana Oh Boy Circus Accordion Waltz BURLESQUE, [03] Synthema Sutras - SHOWsutra Banana Psy Punk Rock Burlesque LOFI, [01] Synthema Sutras - SHOWsutra Banana Tzigane Cello Duende Flamenco Soul Fusion INDIE, [07] Synthema Sutras - SHOWsutra Banana Psychedelic Punk Rock BURLESQUE, [04] Synthema Sutras - SHOWsutra Banana Jazzy Bass Indie Cello Fusion DUB, [06] Synthema Sutras - SHOWsutra Banana Oh Boy Circus Accordion Waltz BURLESQUE"
Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,https://soundcloud.com/bananasutra/sets/tell-the-truth-encore-knowsutra-epx9-vol-04,KNOWsutra,"BANJO,BLUES,ROCK","BANJO,BLUES,PSYCHEDELIC,ROCK",9,10160,184,0:00:00,https://i1.sndcdn.com/artworks-64Uv99JMUudNjTVz-iC67zQ-t500x500.png,L-231,,"BLUESsutra, BURLESQUEsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, ROCKsutra","[08] Tell The Truth • KNOWsutra True BLUES Cover, [01] Tell The Truth • KNOWsutra Bluesy ROCK Cover, [03] Tell The Truth • KNOWsutra Bluesy ROCK Cover, [02] Tell The Truth • KNOWsutra Bluesy ROCK Cover, [06] Tell The Truth • KNOWsutra Cello BLUES Cover, [04] Tell The Truth • KNOWsutra Psychedelic Bass Bluesy ROCK Cover, [07] Tell the Truth (Remastered) • KNOWsutra Psychedelic Banjo Clarinet Replay BLUES, [BONUS] Tell the truth - Accordion BURLESQUEsutra, [05] Tell the Truth (Remastered) • KNOWsutra Psychedelic Banjo Brush Drum Replay BLUES"
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,GROWsutra,"BANJO,BLUES,JAZZ","BANJO,BLUES,JAZZ",5,1291,21,0:00:00,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,L-231,,"BANJOsutra, BLUESsutra, GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter","Tell the Truth (That Spark In Your Eye), That Spark In Your Eye (Tell the Truth), Feeel The Rhythm (Tell the Truth), Face The World (Feel the Bass), Tell the Truth : BANJOsutra"
Thank you · Mister Paine - American Accountability Revolution Blues EPx3,https://soundcloud.com/bananasutra/sets/thank-you-mister-paine-american-accountability-revolution-blues-epx3,BLOWsutra,BLUES,BLUES,3,852,14,0:00:00,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t500x500.png,L-240,2025-06-06 11:12,"BLOWsutra : REVOLT (now), BLUESsutra, QUACKsutra where we sing FU","[01] Thank you, Mister Paine - American Accountability Revolution BLUESsutra, [02] Thank you, Mister Paine - American Accountability Revolution BLUESsutra, [03] Thank you, Mister Paine - American Accountability Revolution BLUESsutra"
The Accordion of Ignorance EP X4,https://soundcloud.com/bananasutra/sets/the-accordion-of-ignorance-ep-x4,BLOWsutra,FOLK,FOLK,4,700,7,0:00:00,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t500x500.png,L-234,2024-12-11 21:36,"BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BURLESQUEsutra, FOLKsutra","The Tyranny of Ignorance #4, The Tyranny of Ignorance #3, The Tyranny of Ignorance #2 : FOLK BLUESsutra, The Tyranny of Ignorance #1"
The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,https://soundcloud.com/bananasutra/sets/the-atheist-tango-vol-2-epx12-growsutra-god-etc-conscious-gipsy-lofi-burlesque-jazz,GROWsutra,"BURLESQUE,JAZZ,LOFI","BURLESQUE,GIPSY,JAZZ,LOFI",12,13708,153,0:00:00,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,L-235,,"BURLESQUEsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, JAZZsutra, LOFIsutra","[11] The Atheist Tango • GROWsutra (God, Etc) Burlesque Gipsy Tripsy Panther Piano JAZZ, [01] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI, [02] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI, [03] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI, [08] The Atheist Tango • GROWsutra (God, Etc) Gipsy Cello Bass Chanson Jazz BURLESQUE, [04] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI, [06] The Atheist Tango • GROWsutra (God, Etc) Gipsy Cello Chanson Jazz BURLESQUE, [05] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI, [10] The Atheist Tango • GROWsutra (God, Etc) Gipsy Bass Piano Twirl Burlesque JAZZ, [09] The Atheist Tango • GROWsutra (God, Etc) Gipsy Cello Burlesque Tango JAZZ, [12] The Atheist Tango • GROWsutra (God, Etc) Burlesque Gipsy Tripsy Uppety Piano JAZZ, [07] The Atheist Tango • GROWsutra (God, Etc) Gipsy Cello Bass Chanson Jazz BURLESQUE"
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,KNOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",10,4650,49,0:00:00,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,L-244,,"BURLESQUEsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, JAZZsutra, KNOWsutra : BERTRAND (mon chéri), MANTRAsutra","Side A [03] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy Indie FOLK, Side B [04] EP Bertrand - The Conquest of Happiness - GROWsutra Indie Folk JAZZ, Side B [05] EP Bertrand - The Conquest of Happiness - GROWsutra Sweet Waltz BURLESQUE, Side A [01] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy BURLESQUE, Side A [04] EP Bertrand - The Unhappiness Dance - GROWsutra Folk INDIE, Side A [02] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy BURLESQUE, Side B [02] EP Bertrand - The Conquest of Happiness - GROWsutra Indie FOLK, Side A [05] EP Bertrand - The Unhappiness Dance - GROWsutra Indie JAZZ, Side B [01] EP Bertrand - The Conquest of Happiness - GROWsutra Lullaby Indie MANTRA, Side B [03] EP Bertrand - The Conquest of Happiness - GROWsutra Jazzy FOLK"
The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,https://soundcloud.com/bananasutra/sets/the-dystopian-quiz-song-epx15-acoustic-soulsutra,GLOWsutra,"BLUES,BURLESQUE,JAZZ,MANTRA","ACOUSTIC,BLUES,BURLESQUE,JAZZ,MANTRA",15,2969,14,0:00:00,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t500x500.png,L-238,2025-04-18 20:27,"BANJOsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BURLESQUEsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, INDIEsutra, JAZZsutra, MANTRAsutra, QUACKsutra where we sing FU","The Dystopian Quizz Song v6 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v3-2 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v9 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v3-1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v8 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v5-2 ★ Blues Circus SOULsutra, Take the (Dystopian) Quiz Encore ★ Oh Cello Boy Circus BURLESQUE, The Dystopian Quizz Song v4-kindness ★ Blues Circus SOULsutra, The Dystopian Quizz Song v2-2 ★ Blues Circus SOULsutra, Take the (Dystopian) Quiz ★ Oh Accordion Boy Circus BURLESQUE, The Dystopian Quizz Song v1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v4-1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v2-1 ★ Blues Circus SOULsutra, Take the (Dystopian) Quiz Encore ★ Capela Circus JAZZ MANTRA, Take the (Dystopian) Quiz Encore ★ Accordion Circus JAZZ BURLESQUE"
The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,https://soundcloud.com/bananasutra/sets/the-echo-song-song-vladimir-vysotsky-epx6-english-cover-blowsutra-gipsy-trip-hop-trip,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI","BURLESQUE,DUB,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",6,3506,29,0:00:00,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t500x500.png,L-247,,"BLOWsutra, BLOWsutra : REVOLT (now), BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra","[04] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Oh Boy Psychedelic Dodododo Circus BURLESQUE, [05] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy Piano Cello Duende INDIE, [01] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Poetry Dubs the Bridge DUB, [03] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy Trip Hop Indie LOFI, [02] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy La Poesita Cello Indie Folk DUB, [06] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy Trip Hop Piano INDIE"
The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),https://soundcloud.com/bananasutra/sets/the-echo-song-russian-epx3-gipsy-blowsutra-lofi-blues-vladimir-vysotsky-cover,BLOWsutra,"BANJO,BLUES,INDIE,LOFI","BANJO,BLUES,GIPSY,INDIE,LOFI,PSYCHEDELIC",3,2677,32,0:00:00,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,L-239,,"BLOWsutra : REVOLT (now), BLUESsutra, LOFIsutra, WORLDsutra : Russian(ish)","[01] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Gipsy Arabesk World Peace Indie Trip Pop LOFI, [03] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Classic Psychedelic Banjo BLUES, [02] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Gipsy Arabesk World Peace Indie Trip Pop LOFI"
The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,https://soundcloud.com/bananasutra/sets/the-great-naked-king-showsutra-epx30,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,FADO,FLAMENCO,GIPSY,HIP HOP,INDIE,JAZZ,LOFI",30,12040,150,0:00:00,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,L-250,2026-04-01 23:37,"BLUESsutra, BURLESQUEsutra, INDIEsutra, JAZZsutra, LOFIsutra, SHOWsutra where bananas play","[29] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Blues Banjo LOFI, [24] The Great Naked King • SHOWsutra Psychedelick Gipsy Hop Pop Indie LOFI, [19] The Great Naked King • SHOWsutra Psychedelick Gipsy Hip Hop Jazz LOFI, [27] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Blues Banjo LOFI, [26] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Indie Blues Banjo LOFI, [17] The Great Naked King • SHOWsutra Psychedelick Cabaret Jazz Swing BURLESQUE, [21] The Great Naked King • SHOWsutra Psychedelick Gipsy Hip Hop Jazz LOFI, [30] The Great Naked King • SHOWsutra Psychedelick Hillbilly Americana Jazzy Banjo BLUES, [28] The Great Naked King • SHOWsutra Psychedelick Hillbilly Hop Pop Blues Banjo LOFI, [18] The Great Naked King • SHOWsutra Psychedelick Cabaret Gipsy Swing BURLESQUE, [22] The Great Naked King • SHOWsutra Psychedelick Hop Pop Piano Jazz LOFI, [25] The Great Naked King • SHOWsutra Psychedelick Gipsy Hop Pop Indie LOFI, [08] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ, [15] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [09] The Great Naked King • SHOWsutra French Psychedelick Accordion Gipsy Tango BURLESQUE, [23] The Great Naked King • SHOWsutra Psychedelick Gipsy Hop Pop Indie LOFI, [16] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [20] The Great Naked King • SHOWsutra Psychedelick Gipsy Hip Hop Jazz LOFI, [11] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [06] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ, [02] The Great Naked King • SHOWsutra Tribal Psychedelick Gipsy Flamenco Fado Techno INDIE, [07] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ, [05] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ, [13] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [10] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Tango BURLESQUE, [12] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [14] The Great Naked King • SHOWsutra Psychedelick Circus Accordion Waltz BURLESQUE, [01] The Great Naked King • SHOWsutra Tribal Psychedelick Gipsy Flamenco Fado Techno INDIE, [04] The Great Naked King • SHOWsutra Psychedelick French Accordion Cello Tango JAZZ, [03] The Great Naked King • SHOWsutra Tribal Psychedelick Gipsy Flamenco Fado Techno INDIE"
The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,https://soundcloud.com/bananasutra/sets/the-invisible-man-in-the-sky-a-song-inspired-by-george-carlin-epx8-vol01,GROWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,LOFI",8,1425,13,0:00:00,https://i1.sndcdn.com/artworks-X3sSPUgbNbib2XW8-7bIcSQ-t500x500.png,L-251,2025-04-13 23:17,"BLUESsutra, BURLESQUEsutra, FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, LOFIsutra, Questions for the (kind) POPE in the Sky, ROCKsutra","[5] The invisible man in the sky • CIRCUSsutra, [6] The invisible man in the sky • Duende FOLKsutra, [2] The invisible man in the sky • BLUESsutra, [8] The invisible man in the sky (udio) lofi ROCKsutra, [1] The invisible man in the sky • BLUESsutra, [4] The invisible man in the sky • BURLESQUE JAZZsutra, [3] The invisible man in the sky • DUB BLUESsutra, [7] The invisible man in the sky • FLOW LOFIsutra"
The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,https://soundcloud.com/bananasutra/sets/the-love-of-a-dove-epx18-growsutra-peace-fusion-prayer,GROWsutra,"BLUES,DUB,FOLK,INDIE","BLUES,DUB,FADO,FOLK,INDIE,PSYCHEDELIC,RAGGA,SOUL",18,13382,162,0:00:00,https://i1.sndcdn.com/artworks-JAgkPz4F7h0eq74Z-njbS5Q-t500x500.png,L-244,,"BLUESsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : PEACE (not War)","[16] The Love Of A Dove - GROWsutra Dem Sed Psychedelic Ragga DUB, [15] The Love Of A Dove - GROWsutra Dem Sed Psychedelic Ragga DUB, [17] The Love Of A Dove - GROWsutra Dem Sed Psychedelic Ragga DUB, [08] The Love Of A Dove - GROWsutra Only The Brave PsyBluegrass Dubby BLUES, [05] The Love Of A Dove - GROWsutra Mama-b-c Peace Cello INDIE, [07] The Love Of A Dove - GROWsutra Kindness is in the Depth Bluesy Psychedelic FOLK, [01] The Love Of A Dove - GROWsutra Tzigane Soul Peace Fusion INDIE, [02] The Love Of A Dove - GROWsutra Duende Amoris Fado Fiddle INDIE, [06] The Love Of A Dove - GROWsutra Kindness is in the Depth Bluesy Psychedelic FOLK, [10] The Love Of A Dove - GROWsutra Psychedelic Destiny BLUES, [12] The Love Of A Dove - GROWsutra Psychedelic Destiny BLUES, [14] The Love Of A Dove - GROWsutra Feel Di Riddim Psychedelic Ragga DUB, [18] The Love Of A Dove - GROWsutra Psychedelic Peace Soul Muse DUB, [03] The Love Of A Dove - GROWsutra Mama-b-c Peace Cello INDIE, [13] The Love Of A Dove - GROWsutra Poetry Dubs The Bridge DUB, [04] The Love Of A Dove - GROWsutra Mama-b-c Peace Cello INDIE, [09] The Love Of A Dove - GROWsutra Queen of Authentic Dubby Psychedelic BLUES, [11] The Love Of A Dove - GROWsutra Psychedelic Destiny BLUES"
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,1994,20,0:00:00,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,L-251,,"BLUESsutra, BURLESQUEsutra, KNOWsutra where questions matter","[04] The Fire We Share • There's No Prayer Like Desire • KNOWsutra But(t) Why Accordion Chanson BURLESQUE, [01] Not Who Powers • There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES, [02] There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES"
They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,https://soundcloud.com/bananasutra/sets/they-call-it-freedom-oh-hi-sweet-honey-bun-blowsutra-revolt-now-epx11,BLOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,LOFI","BLUES,BURLESQUE,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,6571,79,0:00:00,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t500x500.png,L-254,,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BURLESQUEsutra, FOLKsutra, LOFIsutra","[02] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Dadadam Indie LOFI, [04] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Doing Doing Indie Hip Hop LOFI, [10] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Classichedelic Americana BLUES, [05] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Indie Trip Hip Hop LOFI, [Bonus] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Accordion Gun It BURLESQUE, [06] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Cello Trip Hip Hop Indie LOFI, [09] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Classichedelic Americana BLUES, [07] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra  (Revolt Now) Psychedelic Dubby Americana Indie LoFi FOLK, [03] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Trip Hop Indie LOFI, [01] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Gipsy Oh Hi Psychedelic Indie LOFI, [08] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Classichedelic Americana Dubby Folky BLUES"
They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,https://soundcloud.com/bananasutra/sets/they-muddy-the-waters-aka-nietzsches-gift-epx5-vol-04,KNOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BURLESQUE,FOLK,INDIE,LOFI",5,1064,6,0:00:00,https://i1.sndcdn.com/artworks-8WQovcQ1YWF6xgZ0-sPC0bQ-t500x500.png,L-157,,"BANJOsutra, BLOWsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, INDIEsutra, LOFIsutra, MANTRAsutra","[2] Muddy Waters (Nietzsche's Gift) VOL. 04 - Accordion BURLESQUE, [1] Muddy Waters (Nietzsche's Gift) VOL. 04 - Bluesy FOLK BANJO, [4] Muddy Waters (Nietzsche's Gift) VOL. 04 - Burlesque LOFI, [5] Muddy Waters (Nietzsche's Gift) VOL. 04 - Piano Burlesque INDIE, [3] Muddy Waters (Nietzsche's Gift) VOL. 04 - Dreamy Folk BURLESQUE"
This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,https://soundcloud.com/bananasutra/sets/this-is-my-quest-growsutra-epx19,GROWsutra,"DUB,INDIE,JAZZ,LOFI","DUB,FADO,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,17298,123,0:00:00,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,L-263,2026-03-16 18:54,"DUBsutra, GROWsutra : DARE (to care), GROWsutra where we be brave, INDIEsutra, JAZZsutra","[18] This Is My Quest • GROWsutra Ethically Psychedelic Gipsy JAZZ, [16] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB, [07] This Is My Quest • GROWsutra La Poesita Gipsy Fado Flamenco Duende DUB, [15] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB, [03] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [19] This Is My Quest • GROWsutra Ethically Psychedelic Gipsy JAZZ, [04] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [08] This Is My Quest • GROWsutra La Poesita Gipsy Fado Flamenco Duende DUB, [02] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [06] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [01] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [10] This Is My Quest • GROWsutra Psychedelic Gipsy Fado Arabesk Lofi Dub INDIE, [11] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB, [17] This Is My Quest • GROWsutra Ethically Psychedelic Gipsy JAZZ, [12] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB, [05] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE, [09] This Is My Quest • GROWsutra Psychedelic Gipsy Fado Arabesk Lofi Dub INDIE, [13] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB, [14] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB"
