ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,lyrics_title,lyrics_match_conf,created_at
Kindness - Psychedelic INDIEsutra,https://soundcloud.com/bananasutra/sets/kindness-psychedelic-indiesutra,KNOWsutra,INDIE,PSYCHEDELIC,2,2,306,3,0:04:22,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t500x500.jpg,,Kindness,CONFIRMED,2025-02-06 9:38:55
Kindness Matters - Human Life Soundtrack EP,https://soundcloud.com/bananasutra/sets/kindness-matters-human-life-soundtrackl,KNOWsutra,INDIE,,5,5,1454,10,0:18:08,https://i1.sndcdn.com/artworks-qsLSixra831RrldW-lEhsdw-t500x500.jpg,,Kindness,CONFIRMED,2025-02-06 7:58:26
Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,https://soundcloud.com/bananasutra/sets/kiss-a-pulse-glowsutra-epx16,GLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI","BANJO, BLUES, BURLESQUE, CABARET, DUB, FOLK, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, SOUL",16,16,14998,176,0:45:33,https://i1.sndcdn.com/artworks-FsS9zAJyonxRU7Rm-RHZvfQ-t500x500.png,,Kiss A Pulse,CONFIRMED,2026-03-02 2:26:35
L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,GROWsutra,"BURLESQUE, DUB, INDIE, JAZZ","BURLESQUE, DUB, FLAMENCO, INDIE, JAZZ",17,17,11576,114,0:50:14,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t500x500.png,,L’Embobinage,CONFIRMED,2025-09-29 21:24:07
Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,https://soundcloud.com/bananasutra/sets/le-bal-des-salauds-french-blowsutra-indie-gipsy-burlesque-epx9,BLOWsutra,"BURLESQUE, FOLK, INDIE, LOFI, MANTRA","BURLESQUE, FOLK, GIPSY, INDIE, LOFI, MANTRA",9,9,8495,88,0:35:32,https://i1.sndcdn.com/artworks-y8HtxewGKAQtoPJZ-3ZbprQ-t500x500.png,,Le Bal Des Salauds,CONFIRMED,2025-11-01 8:25:47
Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,https://soundcloud.com/bananasutra/sets/lets-do-it-lets-fall-in-love-ep-public-domain-lyrics-jazzsutra,FLOWsutra,JAZZ,"JAZZ, PSYCHEDELIC",4,4,1026,15,0:13:04,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t500x500.jpg,,Let's Do It,CONFIRMED,2025-01-19 23:44:10
"MAKA MAKA EPx7 ⭐︎ MAxA Series, Vol. 4",https://soundcloud.com/bananasutra/sets/maka-maka-epx7-maxa-series-vol-4,BLOWsutra,FOLK,"COUNTRY, FOLK",7,7,2097,14,0:18:59,https://i1.sndcdn.com/artworks-9mKo23b9tXJzWs5t-yMjheA-t500x500.png,,MAKA (Make America Kind Again),CONFIRMED,2025-03-28 2:27:46
"MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series, Vol. 2",https://soundcloud.com/bananasutra/sets/mawa-mawa-epx2-maxa-series-vol-2,GROWsutra,LOFI,LOFI,2,2,455,3,0:07:03,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t500x500.png,,MAWA (Make America Woke Again),CONFIRMED,2025-03-28 3:19:00
Men-Oh-Pause 🩸 KNOWsutra EPx14,https://soundcloud.com/bananasutra/sets/men-oh-pause-knowsutra-epx14,KNOWsutra,"BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, ROCK","BLUES, BURLESQUE, DUB, FADO, FOLK, HIP HOP, INDIE, JAZZ, LOFI, PSYCHEDELIC, PUNK, RAGGA, ROCK",14,14,4272,47,0:52:56,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t500x500.png,,Men-Oh-Pause,CONFIRMED,2025-09-16 11:10:46
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,KNOWsutra,LOFI,LOFI,3,3,2439,35,0:10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,,Nietzsche's Gift (Muddy Waters),CONFIRMED,2024-10-22 18:43:08
My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,https://soundcloud.com/bananasutra/sets/my-quest-glowsutra-jacques-brel-epx7,GLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, INDIE, JAZZ, ROCK","BANJO, BLUES, BURLESQUE, DUB, INDIE, JAZZ, PSYCHEDELIC, ROCK, TRIP HOP",6,6,2796,18,0:16:43,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,,My Quest,CONFIRMED,2026-03-15 16:44:39
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,KNOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI","BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI",13,13,2615,26,0:42:09,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,,Nietzsche's Gift (Muddy Waters),CONFIRMED,2025-09-04 19:56:58
"No Fear, My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19",https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,BLOWsutra,"BLUES, FOLK, INDIE, JAZZ, LOFI","BLUES, FOLK, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC",19,19,14398,145,1:15:40,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,,"No Fear, My Dear",CONFIRMED,2025-11-29 7:48:10
"Oh, Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28",https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,BOWsutra,"BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, ROCK","BLUES, BURLESQUE, DUB, FADO, FOLK, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, PUNK, ROCK",28,28,11217,101,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,,"Oh, Martine",CONFIRMED,2025-10-22 6:19:18
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,GROWsutra,"INDIE, LOFI, ROCK","GIPSY, HIP HOP, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",6,6,1314,15,0:17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,,One Percent Rising,CONFIRMED,2026-02-24 20:27:46
"Oy, We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4",https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,BLOWsutra,"BURLESQUE, FOLK, MANTRA, ROCK","BURLESQUE, FOLK, MANTRA, PSYCHEDELIC, PUNK, ROCK",4,4,1596,9,0:08:44,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,,"Oy, We Care",CONFIRMED,2025-10-05 6:46:41
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,GROWsutra,"BURLESQUE, DUB, INDIE, JAZZ","BURLESQUE, DUB, GIPSY, INDIE, JAZZ",7,7,8466,78,0:31:58,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,,Peace Matters More,CONFIRMED,2025-11-08 4:29:57
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,SHOWsutra,JAZZ,"GIPSY, JAZZ",7,7,5115,60,0:30:57,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,,Peel Me Kindly,CONFIRMED,2025-12-06 9:47:09
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,GLOWsutra,FOLK,"FOLK, SOUL",7,7,1379,16,0:24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,,Project 2025 (Honky tonk dreams in the land of the free),CONFIRMED,2025-01-30 0:32:49
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,KNOWsutra,"BANJO, BLUES, FOLK, MANTRA","BANJO, BLUES, CABARET, COUNTRY, FOLK, MANTRA",16,16,9316,66,0:51:38,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,,Queer Almighty,CONFIRMED,2025-04-27 6:04:27
Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,https://soundcloud.com/bananasutra/sets/relative-steve-knowsutra-hip-de-la-hop-epx2-bass-interlude,KNOWsutra,LOFI,"LOFI, HIP HOP",2,2,362,7,0:03:54,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t500x500.png,,Relative Steve,CONFIRMED,2025-08-08 1:02:51
Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,GROWsutra,"BURLESQUE, FOLK, INDIE, LOFI, ROCK","BURLESQUE, COUNTRY, FADO, FOLK, GIPSY, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",10,10,9040,77,0:36:45,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t500x500.png,,Seminal Bollocks,CONFIRMED,2025-12-26 6:19:47
Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,https://soundcloud.com/bananasutra/sets/shady-fools-oh-cant-you-see-vol-2-epx9-blowsutra-ego-gone-loco-lofi-burlesque,BLOWsutra,"BURLESQUE, DUB, FOLK, INDIE, LOFI, ROCK","BURLESQUE, DUB, FADO, FOLK, HIP HOP, INDIE, LOFI, PSYCHEDELIC, ROCK",9,9,1797,21,0:29:15,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t500x500.png,,Shady Fools,CONFIRMED,2025-11-22 1:27:58
Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,https://soundcloud.com/bananasutra/sets/sideration-spoken-words-intro-epx3-vol-1-of-4,BLOWsutra,LOFI,LOFI,3,3,515,2,0:09:55,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t500x500.png,,Sidération,CONFIRMED,2025-05-26 0:35:51
Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,BLOWsutra,BLUES,BLUES,7,7,3345,30,0:23:24,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t500x500.png,,Sidération Blues,CONFIRMED,2025-05-26 0:46:47
Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,https://soundcloud.com/bananasutra/sets/siderations-calling-white-houses-burning-epx13-vol-4-of-4,BLOWsutra,LOFI,"LOFI, RAGGA",13,13,3984,23,0:36:35,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t500x500.png,,Sidération's Calling,CONFIRMED,2025-05-26 1:01:09
Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,BLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, LOFI, ROCK","BANJO, BLUES, BURLESQUE, DUB, FLAMENCO, FOLK, GIPSY, HIP HOP, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",20,20,14213,140,0:57:42,https://i1.sndcdn.com/artworks-qXPEntVNqNX60KsD-pPXHNg-t500x500.png,,Spit Back the Lies,CONFIRMED,2026-03-06 0:52:13
Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,https://soundcloud.com/bananasutra/sets/stymied-felon-goes-stymy-stymy-yuck-encore-freee-bonus-epx2-vol02,BLOWsutra,LOFI,"LOFI, HIP HOP",2,2,426,4,0:05:48,https://i1.sndcdn.com/artworks-MnjuWCHszuAJt8sg-DJvk4g-t500x500.png,,Stymy Stymy Yuck,CONFIRMED,2025-04-22 19:11:58
Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,https://soundcloud.com/bananasutra/sets/stymy-stymy-yuck-a-story-of-old-bastards-epx5-vol1-dubsutra,BLOWsutra,"DUB, LOFI","DUB, LOFI",5,5,1279,17,0:15:19,https://i1.sndcdn.com/artworks-Mec8nBlPvyM8XXLn-dyCagw-t500x500.jpg,,Stymy Stymy Yuck,CONFIRMED,2025-04-11 1:30:23
Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,https://soundcloud.com/bananasutra/sets/sutra-of-immanence-flowsutra-dog-poetry-jazz-dub-epx3,FLOWsutra,"DUB, JAZZ","DUB, JAZZ",3,3,571,10,0:08:18,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t500x500.png,,Sutra of Immanence,CONFIRMED,2025-06-06 12:12:35
SynthemaSutra ♆ SHOWsutra Banana EPx8,https://soundcloud.com/bananasutra/sets/synthemasutra-showsutra-banana-epx8,SHOWsutra,"BURLESQUE, DUB, INDIE, LOFI, ROCK","BURLESQUE, DUB, FLAMENCO, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK, SOUL",8,8,2593,28,0:34:03,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,,SynthemaSutra,CONFIRMED,2025-11-25 8:59:18
"Thank you, Mister Paine - American Accountability Revolution Blues EPx3",https://soundcloud.com/bananasutra/sets/thank-you-mister-paine-american-accountability-revolution-blues-epx3,BLOWsutra,BLUES,BLUES,3,3,852,14,0:11:47,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t500x500.png,,"Thank you, Mister Paine",CONFIRMED,2025-06-06 11:12:44
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,KNOWsutra,"BURLESQUE, FOLK, INDIE, JAZZ, MANTRA","BURLESQUE, FOLK, INDIE, JAZZ, MANTRA",10,10,4650,49,0:44:45,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,,The Conquest of Happiness,CONFIRMED,2025-11-16 4:20:39
The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,https://soundcloud.com/bananasutra/sets/the-echo-song-song-vladimir-vysotsky-epx6-english-cover-blowsutra-gipsy-trip-hop-trip,BLOWsutra,"BURLESQUE, DUB, FOLK, INDIE, LOFI","BURLESQUE, DUB, FOLK, GIPSY, INDIE, LOFI, PSYCHEDELIC, TRIP HOP",6,6,3506,29,0:18:46,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t500x500.png,,The Echo Song,CONFIRMED,2025-10-27 4:02:40
The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,https://soundcloud.com/bananasutra/sets/the-great-naked-king-showsutra-epx30,SHOWsutra,"BANJO, BLUES, BURLESQUE, INDIE, JAZZ, LOFI","BANJO, BLUES, BURLESQUE, CABARET, FADO, FLAMENCO, GIPSY, HIP HOP, INDIE, JAZZ, LOFI",30,30,12138,152,1:46:12,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,,The Great Naked King,CONFIRMED,2026-04-01 23:37:17
The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,https://soundcloud.com/bananasutra/sets/the-invisible-man-in-the-sky-a-song-inspired-by-george-carlin-epx8-vol01,GROWsutra,"BURLESQUE, DUB, LOFI","BURLESQUE, DUB, LOFI",8,8,1425,13,0:20:53,https://i1.sndcdn.com/artworks-X3sSPUgbNbib2XW8-7bIcSQ-t500x500.png,,The Invisible Man In The Sky,CONFIRMED,2025-04-13 23:17:52
This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,https://soundcloud.com/bananasutra/sets/this-is-my-quest-growsutra-epx19,GROWsutra,"DUB, INDIE, JAZZ, LOFI","DUB, FADO, FLAMENCO, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC",19,19,17323,123,1:13:50,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,,This Is My Quest,CONFIRMED,2026-03-16 18:54:20
This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,https://soundcloud.com/bananasutra/sets/this-is-what-dissent-looks-like-now-blowsutra-revolution-ring-jazz-indie-lofi-dream,BLOWsutra,"BURLESQUE, INDIE, JAZZ, LOFI","BURLESQUE, CABARET, GIPSY, HIP HOP, INDIE, JAZZ, LOFI, PSYCHEDELIC, PUNK, TRIP HOP",14,14,17343,149,0:55:10,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t500x500.png,,What Dissent Looks Like Now,CONFIRMED,2026-01-27 21:09:21
To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,https://soundcloud.com/bananasutra/sets/the-quest-brel-poetry-jazz-remakes-x8,GLOWsutra,JAZZ,"JAZZ, PSYCHEDELIC",8,8,5661,61,0:21:21,https://i1.sndcdn.com/artworks-QUpuRg3OOi3Qb9MF-h5LTAw-t500x500.png,,To Dream,CONFIRMED,2024-11-09 0:48:06
Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,https://soundcloud.com/bananasutra/sets/trauma-begets-trauma-knowsutra-peace-not-war-piano-kitten-truth-epx5,KNOWsutra,INDIE,"GIPSY, INDIE",5,5,4254,34,0:15:46,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t500x500.png,,Trauma Begets Trauma,CONFIRMED,2025-11-09 1:54:35
What It's About - Blues Dub Murica Mantra EPx7,https://soundcloud.com/bananasutra/sets/what-its-about-blues-dub-murica-mantra-epx7,BLOWsutra,"BLUES, DUB, MANTRA","BLUES, DUB, MANTRA",7,7,1495,21,0:24:28,https://i1.sndcdn.com/artworks-GLU0pK07IFyP9sOF-R4l6cg-t500x500.jpg,,What It's About,CONFIRMED,2025-06-04 1:09:59
"When We Duende, Encore ★ Arabesk Fado Soul EPx2 VOL.2",https://soundcloud.com/bananasutra/sets/when-we-duende-encore-arabesk-fado-soul-epx2-vol2,FLOWsutra,INDIE,"FADO, SOUL",2,2,446,4,0:07:52,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t500x500.png,,When We Duende (Encore),CONFIRMED,2025-06-16 11:25:36
"Best Teacher Award, in Love & Death : Indie Bliss EPx3 VOL. 1 : BOWsutra",https://soundcloud.com/bananasutra/sets/best-teacher-award-in-love-death-indie-lofi-epx3-vol-1-bowsutra,BOWsutra,INDIE,INDIE,3,3,665,3,0:08:22,https://i1.sndcdn.com/artworks-naxN1Ew2hxBmEiva-OlsMuQ-t500x500.png,,,SONGBOOK EP,2025-04-09 11:15:12
DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,https://soundcloud.com/bananasutra/sets/defy-vol-2-3-songs-epx6-blowsutra-revolution-ring-lofi-jazz-fusion,BLOWsutra,"BURLESQUE, JAZZ, LOFI","BURLESQUE, JAZZ, LOFI, PSYCHEDELIC, TRIP HOP",7,7,7633,50,0:19:37,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t500x500.png,,,SONGBOOK EP,2026-01-08 7:26:18
DEFY ✰ 3 Songs EPx7 ✰ BLOWsutra Jazzy Folk Lo-Fi BLUES,https://soundcloud.com/bananasutra/sets/defy-3-songs-epx7-blowsutra-jazzy-folk-lo-fi-blues,BLOWsutra,"BLUES, FOLK, JAZZ, LOFI","BLUES, FOLK, JAZZ, LOFI, TRIP HOP",7,7,1529,11,0:21:43,https://i1.sndcdn.com/artworks-YZdPzrWX9SlHjJ6q-GKzInQ-t500x500.png,,,SONGBOOK EP,2025-07-25 9:45:47
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,BLOWsutra,"BANJO, BURLESQUE, FOLK, JAZZ, LOFI, ROCK","BANJO, BURLESQUE, FOLK, JAZZ, LOFI, ROCK",10,10,1697,11,0:32:55,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,,,SONGBOOK EP,2025-05-21 2:01:30
FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol3-epx9-burlesquesutra,BLOWsutra,"BANJO, BURLESQUE, DUB, FOLK, MANTRA","BANJO, BURLESQUE, DUB, FOLK, MANTRA, RAGGA",9,9,2415,16,0:28:23,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t500x500.png,,,SONGBOOK EP,2025-05-21 2:07:08
FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol4-epx9-burlesquesutra,BLOWsutra,"BANJO, BURLESQUE, DUB, JAZZ","BANJO, BURLESQUE, DUB, JAZZ",9,9,3951,22,0:28:50,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t500x500.png,,,SONGBOOK EP,2025-05-21 2:12:14
"MAxA Alphabet Series Compilation - Make America Humane, Kind, Safe, Smart, etcetera Alright?!",https://soundcloud.com/bananasutra/sets/maxa-series,BLOWsutra,"BANJO, BURLESQUE","BANJO, BURLESQUE",12,20,4827,49,0:39:53,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,,,SONGBOOK EP,2025-02-22 18:37:43
