ep_title,ep_url,ep_rating,ep_volume,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_title,lyrics_id,created_at,playlist_names_clean,ep_in_app
Prickly Peaches DUBsutra EPx3,https://soundcloud.com/bananasutra/sets/prickly-peaches-dubsutra-epx3,,1,FLOWsutra,DUB,DUB,3,641,8,10:53,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t500x500.jpg,Wet (Prickly) Peaches vol.2,L-285,2024-12-24 21:59,"DUBsutra,FLOWsutra : WET (my friend),FLOWsutra where time is space",checked
Pro-life means what · honey?,https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,,1,GROWsutra,"BANJO,MANTRA","BANJO,MANTRA",6,1210,18,20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,"""Pro-life Means What, Honey?""",L-196,2025-02-11 03:29,"BANJOsutra,BLUESsutra,DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,QUACKsutra where we sing FU,Questions for the (kind) POPE in the Sky",checked
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,,1,QUACKsutra,FOLK,"FOLK,SOUL",7,1382,16,24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,Project 2025 (Honky tonk dreams in the land of the free),L-197,2025-01-30 00:32,"BLOWsutra,BLUESsutra,DUBsutra,FOLKsutra,INDIEsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,,2,GROWsutra,"BANJO,BLUES,FOLK,MANTRA","BANJO,BLUES,CABARET,COUNTRY,FOLK,MANTRA",16,9321,66,51:38,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,Queer Almighty,L-198,2025-04-27 06:04,"BANJOsutra,BLUESsutra,BURLESQUEsutra,DUBsutra,GROWsutra : GOD (etc),KNOWsutra where questions matter,MANTRAsutra,Questions for the (kind) POPE in the Sky",checked
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,,2,KNOWsutra,DUB,"DUB,RAGGA",4,4776,47,11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,Question Di Kingdom,L-199,2025-04-27 02:47,"DUBsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,Questions for the (kind) POPE in the Sky",checked
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,,1,KNOWsutra,DUB,RAGGA,10,2864,24,27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,Question Di Kingdom,L-199,2025-03-01 11:04,"BANJOsutra,DUBsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter,LOFIsutra,Questions for the (kind) POPE in the Sky",checked
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,,1,KNOWsutra,"BLUES,DUB,INDIE,JAZZ,LOFI","ACOUSTIC,BLUES,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,TRIP HOP",10,3992,44,35:59,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,Question The Nation,L-200,2026-02-15 04:08,"BLOWsutra,BLUESsutra,DUBsutra,LOFIsutra",checked
Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,https://soundcloud.com/bananasutra/sets/rainbows-in-the-clouds-glowsutra-dub-lofi-blues,,1,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,COUNTRY,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI",14,15794,177,33:40,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,Rainbows in the Clouds,L-202,2026-01-24 05:17,"BLUESsutra,DUBsutra,FOLKsutra,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,INDIEsutra,LOFIsutra",checked
Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,,1,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,ROCK",19,9655,67,1:02:22,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t500x500.png,Read Me Harder (BB is for Banned Books),L-203,2025-10-21 03:56,"BLOWsutra : CENSOR(ed),BLUESsutra,BURLESQUEsutra,DUBsutra,ROCKsutra,SHOWsutra where bananas play",checked
Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/reason-over-reverence-no-need-for-god-knowsutra-epx6,,1,GROWsutra,"BANJO,BLUES","BANJO,BLUES",6,1748,16,19:56,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t500x500.png,Reason Over Reverence,L-205,2025-06-24 01:57,"BANJOsutra,BLUESsutra,BURLESQUEsutra,DUBsutra,FOLKsutra,GROWsutra : GOD (etc),INDIEsutra,JAZZsutra,KNOWsutra : BERTRAND (mon chéri)",checked
Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,https://soundcloud.com/bananasutra/sets/relative-steve-knowsutra-hip-de-la-hop-epx2-bass-interlude,,1,KNOWsutra,LOFI,"LOFI,HIP HOP",2,362,7,3:54,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t500x500.png,Relative Steve,L-206,2025-08-08 01:02,"KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter,LOFIsutra",checked
RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,https://soundcloud.com/bananasutra/sets/rhinoceross-epx7-blowsutra-surreal-real-poetry,,1,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,ROCK",7,1760,22,33:21,https://i1.sndcdn.com/artworks-WaElY6xZh0PPyRbQ-4p9Ziw-t500x500.png,Rhinoceross,L-208,2025-09-24 17:55,"BLOWsutra,BLOWsutra : APES (gone wrong),BLUESsutra,DUBsutra,INDIEsutra,LOFIsutra,ROCKsutra",checked
Rise Up · You Naked Peoples (Freedom Rings) ☆ BLOWsutra Victor Hugo Revolution Song,https://soundcloud.com/bananasutra/sets/rise-up-you-naked-peoples-blowsutra-victor-hugo-revolution,,1,BLOWsutra,FOLK,FOLK,2,562,5,6:41,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t500x500.png,"""Rise Up, You Naked Peoples (Freedom Rings)""",L-209,2026-02-16 00:22,"BLOWsutra,FOLKsutra",checked
RUN (now · if you can),https://soundcloud.com/bananasutra/sets/run-now-if-you-can,,1,QUACKsutra,"BLUES,DUB,FOLK","BLUES,DUB,FOLK",22,9605,84,1:17:34,https://i1.sndcdn.com/artworks-5ysLQg1Z7QHERkaa-XU5K0Q-t500x500.jpg,RUN (Now If You Can),L-210,2025-05-19 05:33,"BANJOsutra,BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra",checked
Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,,1,BLOWsutra,"BANJO,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,MANTRA,SOUL,TRIP HOP",6,4677,50,17:53,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,Arrogant Hearts (Second hand Smoke),L-18,2025-11-06 23:12,"BANJOsutra,BLOWsutra,BLOWsutra : EGO (gone loco),BLUESsutra,LOFIsutra,MANTRAsutra",checked
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,,1,BLOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,5381,53,35:11,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,Secret De Polichinelle,L-212,2025-11-11 23:41,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French)",checked
Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,https://soundcloud.com/bananasutra/sets/segggsting-showsutra-epx6-burlesque-jazz-cabaret,,1,SHOWsutra,"BANJO,BURLESQUE,JAZZ","BANJO,BURLESQUE,CABARET,JAZZ",6,1240,6,21:22,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t500x500.png,Segggsting,L-213,2025-07-22 05:12,"BANJOsutra,BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,LOFIsutra,SHOWsutra where bananas play",checked
Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,,2,GROWsutra,"BURLESQUE,FOLK,INDIE,LOFI,ROCK","BURLESQUE,COUNTRY,FADO,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",10,9083,76,36:45,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t500x500.png,Seminal Bollocks,L-214,2025-12-26 06:19,"BURLESQUEsutra,FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,INDIEsutra,LOFIsutra,ROCKsutra",checked
Seminal Bollocks EP,https://soundcloud.com/bananasutra/sets/seminal-bollocks-ep,,1,GROWsutra,ROCK,ROCK,2,575,10,5:05,https://i1.sndcdn.com/artworks-Ik066z1d2sgR1wBb-CC1jVQ-t500x500.jpg,Seminal Bollocks,L-214,2024-12-21 05:40,"DUBsutra,GROWsutra : GOD (etc),INDIEsutra,KNOWsutra where questions matter,Questions for the (kind) POPE in the Sky,ROCKsutra,SINGLEsutra Exclusive SoundCloud (woo)",checked
Serial BLOWerrr ✰ RAGGA DUBsutra,https://soundcloud.com/bananasutra/sets/serial-blowerrr,,1,BLOWsutra,DUB,"DUB,FLAMENCO,RAGGA",7,1513,15,23:25,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t500x500.png,Serial Blowers,L-216,2025-01-31 13:03,"BLOWsutra,BLOWsutra : APES (gone wrong),DUBsutra,QUACKsutra where we sing FU",checked
Shades of Fools EPx9,https://soundcloud.com/bananasutra/sets/shades-of-fools-epx9,,1,KNOWsutra,BANJO,"BANJO,RAGGA",9,1741,16,26:00,https://i1.sndcdn.com/artworks-vmrDjbUos6J6FBAc-PCByYA-t500x500.png,Shady Fools,L-218,2025-02-25 03:59,"BANJOsutra,BLUESsutra,BURLESQUEsutra,GROWsutra where we be brave,INDIEsutra,KNOWsutra where questions matter,ROCKsutra,SHOWsutra: (shades of) FOOLS",checked
Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,https://soundcloud.com/bananasutra/sets/shady-fools-oh-cant-you-see-vol-2-epx9-blowsutra-ego-gone-loco-lofi-burlesque,,2,KNOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,LOFI,PSYCHEDELIC,ROCK",9,1806,21,29:15,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t500x500.png,Shady Fools,L-218,2025-11-22 01:27,"BLOWsutra,BURLESQUEsutra,INDIEsutra,LOFIsutra,ROCKsutra",checked
Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,https://soundcloud.com/bananasutra/sets/sideration-spoken-words-intro-epx3-vol-1-of-4,,1,BLOWsutra,LOFI,LOFI,3,515,2,9:55,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t500x500.png,Sidération,L-223,2025-05-26 00:35,"BLOWsutra : REVOLT (now),LOFIsutra,MANTRAsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU",checked
Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,https://soundcloud.com/bananasutra/sets/sideration-the-sky-stood-still-epx6-vol-2-of-4,,2,BLOWsutra,JAZZ,JAZZ,6,2023,21,18:19,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t500x500.png,Sidération (The Sky Stood Still),L-224,2025-05-26 00:39,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,BURLESQUEsutra,JAZZsutra,MANTRAsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU",checked
Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,,3,BLOWsutra,BLUES,BLUES,7,3347,30,23:24,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t500x500.png,Sidération Blues,L-225,2025-05-26 00:46,"BLUESsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU",checked
Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,https://soundcloud.com/bananasutra/sets/siderations-calling-white-houses-burning-epx13-vol-4-of-4,,4,BLOWsutra,LOFI,"LOFI,RAGGA",13,3984,23,36:35,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t500x500.png,Sidération's Calling,L-226,2025-05-26 01:01,"BLOWsutra : REVOLT (now),BURLESQUEsutra,DUBsutra,LOFIsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU",checked
Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,,1,GROWsutra,"BLUES,FOLK,INDIE,JAZZ","BLUES,FOLK,GIPSY,INDIE,JAZZ",7,6310,94,21:46,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t500x500.png,Sing Your Own Gospel,L-227,2026-01-04 05:10,"BLUESsutra,FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,JAZZsutra",checked
So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-jazz-lofi-epx9-vol2,,2,KNOWsutra,"JAZZ,LOFI","GIPSY,JAZZ,LOFI",9,7360,66,29:01,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,"""So, What Is Racism?""",L-228,2026-03-27 04:14,"JAZZsutra,KNOWsutra where questions matter,LOFIsutra",checked
So · What Is Racism? KNOWsutra Gone Banana EPx17,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-gone-banana-epx17,,1,KNOWsutra,"BANJO,BLUES,DUB,FOLK,JAZZ,LOFI","BANJO,BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI,RAGGA",17,16635,174,52:18,https://i1.sndcdn.com/artworks-2Y1pH6yfxZuC4LKe-PWzeJA-t500x500.png,"""So, What Is Racism?""",L-228,2025-10-05 01:34,"BLUESsutra,DUBsutra,JAZZsutra,KNOWsutra : but(t) WHY,KNOWsutra where questions matter",checked
some songs are more fun than others EP x8 ∞,https://soundcloud.com/bananasutra/sets/some-songs-are-more-fun-than-others-ep,,1,SHOWsutra,JAZZ,JAZZ,8,1836,30,23:33,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t500x500.jpg,Some Songs Are More Fun Than Others,L-229,2024-12-25 05:23,"BURLESQUEsutra,DUBsutra,JAZZsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play",checked
Some Truths (Are Harder to Swallow) EPx7,https://soundcloud.com/bananasutra/sets/some-truths-are-harder-to-swallow-epx7,,1,GROWsutra,"BLUES,INDIE,LOFI","BLUES,INDIE,LOFI",7,1192,7,21:48,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t500x500.jpg,Some Truths Are Harder to Swallow,L-230,2024-12-24 20:25,"BLOWsutra : CENSOR(ed),BURLESQUEsutra,GROWsutra where we be brave,JAZZsutra,ROCKsutra,SHOWsutra where bananas play",checked
Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,,1,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",20,14396,142,57:42,https://i1.sndcdn.com/artworks-qXPEntVNqNX60KsD-pPXHNg-t500x500.png,Spit Back the Lies,L-232,2026-03-06 00:52,"BLOWsutra,BLUESsutra,DUBsutra,INDIEsutra,LOFIsutra,ROCKsutra",checked
SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,https://soundcloud.com/bananasutra/sets/ss-means-sacred-sp3rm-blowsutra-epx19,,1,QUACKsutra,"BURLESQUE,FOLK,INDIE,JAZZ,ROCK","BURLESQUE,FOLK,INDIE,JAZZ,ROCK",19,4001,38,1:02:31,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t500x500.png,SS Means Sacred Sp3rm,L-233,2025-06-28 21:33,"BLOWsutra,BLOWsutra : CENSOR(ed),BLUESsutra,BURLESQUEsutra,FOLKsutra,INDIEsutra,JAZZsutra,LOFIsutra,MANTRAsutra,ROCKsutra",checked
Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,https://soundcloud.com/bananasutra/sets/stymied-felon-goes-stymy-stymy-yuck-encore-freee-bonus-epx2-vol02,,2,BLOWsutra,LOFI,"LOFI,HIP HOP",2,426,4,5:48,https://i1.sndcdn.com/artworks-MnjuWCHszuAJt8sg-DJvk4g-t500x500.png,Stymy Stymy Yuck,L-234,2025-04-22 19:11,"BLOWsutra,DUBsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,https://soundcloud.com/bananasutra/sets/stymy-stymy-yuck-a-story-of-old-bastards-epx5-vol1-dubsutra,,1,QUACKsutra,"DUB,LOFI","DUB,LOFI",5,1280,17,15:19,https://i1.sndcdn.com/artworks-Mec8nBlPvyM8XXLn-dyCagw-t500x500.jpg,Stymy Stymy Yuck,L-234,2025-04-11 01:30,"BLOWsutra,DUBsutra,KNOWsutra where questions matter,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",checked
Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,https://soundcloud.com/bananasutra/sets/sutra-of-immanence-flowsutra-dog-poetry-jazz-dub-epx3,,1,FLOWsutra,"DUB,JAZZ","DUB,JAZZ",3,571,10,8:18,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t500x500.png,Sutra of Immanence,L-236,2025-06-06 12:12,"BOWsutra : (Thank) Dogs,DUBsutra,FLOWsutra where time is space,JAZZsutra",checked
SynthemaSutra ♆ SHOWsutra Banana EPx8,https://soundcloud.com/bananasutra/sets/synthemasutra-showsutra-banana-epx8,,1,SHOWsutra,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,FLAMENCO,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",8,2601,27,34:03,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,SynthemaSutra,L-237,2025-11-25 08:59,"BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra,ROCKsutra,SHOWsutra : B.J. (is for Banana Jesters),SHOWsutra where bananas play",checked
Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,https://soundcloud.com/bananasutra/sets/tell-the-truth-encore-knowsutra-epx9-vol-04,,3,KNOWsutra,"BANJO,BLUES,ROCK","BANJO,BLUES,PSYCHEDELIC,ROCK",9,10318,185,37:21,https://i1.sndcdn.com/artworks-64Uv99JMUudNjTVz-iC67zQ-t500x500.png,Tell The Truth,L-239,2025-11-02 04:28,"BLUESsutra,BURLESQUEsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter,ROCKsutra",checked
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,,2,KNOWsutra,"BANJO,BLUES,JAZZ","BANJO,BLUES,JAZZ",5,1291,21,18:54,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,Tell The Truth,L-239,2025-01-22 11:10,"BANJOsutra,BLUESsutra,GROWsutra where we be brave,INDIEsutra,JAZZsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter",checked
Thank you · Mister Paine - American Accountability Revolution Blues EPx3,https://soundcloud.com/bananasutra/sets/thank-you-mister-paine-american-accountability-revolution-blues-epx3,,1,BLOWsutra,BLUES,BLUES,3,853,14,11:47,https://i1.sndcdn.com/artworks-u5pewrASgTDY7LtN-z0b1TA-t500x500.png,"""Thank you, Mister Paine""",L-240,2025-06-06 11:12,"BLOWsutra : REVOLT (now),BLUESsutra,QUACKsutra where we sing FU",checked
The Accordion of Ignorance EP X4,https://soundcloud.com/bananasutra/sets/the-accordion-of-ignorance-ep-x4,,1,BLOWsutra,FOLK,FOLK,4,700,7,15:49,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t500x500.png,The Accordion of Ignorance,L-242,2024-12-11 21:36,"BLOWsutra,BLOWsutra : APES (gone wrong),BLUESsutra,BURLESQUEsutra,FOLKsutra",checked
The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,https://soundcloud.com/bananasutra/sets/the-atheist-tango-vol-2-epx12-growsutra-god-etc-conscious-gipsy-lofi-burlesque-jazz,,2,GROWsutra,"BURLESQUE,JAZZ,LOFI","BURLESQUE,GIPSY,JAZZ,LOFI",12,13928,155,39:26,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,The Atheist Tango,L-243,2026-01-09 06:56,"BURLESQUEsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,JAZZsutra,LOFIsutra",checked
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,,1,KNOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",10,4657,49,44:45,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,"The Conquest of Happiness,The Unhappiness Tango",,2025-11-16 04:20,"BURLESQUEsutra,FOLKsutra,GROWsutra where we be brave,INDIEsutra,JAZZsutra,KNOWsutra : BERTRAND (mon chéri),MANTRAsutra",checked
The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,https://soundcloud.com/bananasutra/sets/the-dystopian-quiz-song-epx15-acoustic-soulsutra,,1,BLOWsutra,"BLUES,BURLESQUE,JAZZ,MANTRA","ACOUSTIC,BLUES,BURLESQUE,JAZZ,MANTRA",15,2969,14,46:20,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t500x500.png,The Dystopian Quiz Song,L-246,2025-04-18 20:27,"BANJOsutra,BLOWsutra : APES (gone wrong),BLUESsutra,BURLESQUEsutra,FOLKsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra where we be brave,INDIEsutra,JAZZsutra,MANTRAsutra,QUACKsutra where we sing FU",checked
The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,https://soundcloud.com/bananasutra/sets/the-echo-song-song-vladimir-vysotsky-epx6-english-cover-blowsutra-gipsy-trip-hop-trip,,2,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI","BURLESQUE,DUB,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",6,3519,29,18:46,https://i1.sndcdn.com/artworks-csa1LSOJaNbx8eWJ-OVqzHA-t500x500.png,The Echo Song,L-247,2025-10-27 04:02,"BLOWsutra,BLOWsutra : REVOLT (now),BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra",checked
The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),https://soundcloud.com/bananasutra/sets/the-echo-song-russian-epx3-gipsy-blowsutra-lofi-blues-vladimir-vysotsky-cover,,1,BLOWsutra,"BANJO,BLUES,INDIE,LOFI","BANJO,BLUES,GIPSY,INDIE,LOFI,PSYCHEDELIC",3,2688,32,9:40,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,The Echo Song,L-392,2025-10-25 08:16,"BLOWsutra : REVOLT (now),BLUESsutra,LOFIsutra,WORLDsutra : Russian(ish)",checked
The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,https://soundcloud.com/bananasutra/sets/the-great-naked-king-showsutra-epx30,,1,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,FADO,FLAMENCO,GIPSY,HIP HOP,INDIE,JAZZ,LOFI",30,18070,220,1:46:12,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,The Great Naked King,L-250,2026-04-01 23:37,"BLUESsutra,BURLESQUEsutra,INDIEsutra,JAZZsutra,LOFIsutra,SHOWsutra where bananas play",checked
The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,https://soundcloud.com/bananasutra/sets/the-invisible-man-in-the-sky-a-song-inspired-by-george-carlin-epx8-vol01,,1,GROWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,LOFI",8,1427,13,20:53,https://i1.sndcdn.com/artworks-X3sSPUgbNbib2XW8-7bIcSQ-t500x500.png,The Invisible Man In The Sky,L-251,2025-04-13 23:17,"BLUESsutra,BURLESQUEsutra,FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,LOFIsutra,Questions for the (kind) POPE in the Sky,ROCKsutra",checked
